編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPTNMLMLOHLFFBC18CC,17,101.74,住家用,鋼筋混凝土造,88年1月22日,七層,
RPVNMLMLOHLFFCC48CC,22,83.20,住家用,鋼筋混凝土造,83年9月30日,五層,
RPSNMLQLOHLFFBC58DC,58,49.22,住商用,磚造,47年3月1日,二層,
