編號,車位類別,車位價格,車位面積平方公尺
RPQOMLRKOHLFFAE28CA,升降平面,0,26.27
RPXNMLMKPHLFFAE48CA,坡道平面,0,18.77
RPOOMLMKPHLFFAE67CA,坡道平面,0,18.77
RPOOMLMKPHLFFAE67CA,坡道平面,0,18.77
RPPOMLMKPHLFFAE77CA,坡道平面,0,18.77
RPQOMLMKPHLFFAE87CA,坡道平面,0,18.77
RPROMLMKPHLFFAE97CA,坡道平面,0,18.77
RPSOMLMKPHLFFAE08CA,坡道平面,0,18.77
RPTOMLMKPHLFFAE18CA,坡道平面,0,18.77
RPWOMLMKPHLFFAE48CA,坡道平面,0,18.77
RPWOMLMKPHLFFAE48CA,坡道平面,0,18.77
RPXOMLMKPHLFFAE58CA,坡道平面,0,18.77
RPXOMLMKPHLFFAE58CA,坡道平面,0,18.77
RPRPMLNKPHLFFAE18CA,升降機械,0,15.52
RPUNMLRKOHLFFBE68CA,坡道平面,0,
RPWQMLSLOHLFFBE76CA,坡道機械,1100000,14.89
RPXQMLSLOHLFFBE86CA,坡道機械,1000000,14.89
RPRNMLRKOHLFFCE48CA,坡道平面,0,
RPTNMLRKOHLFFCE68CA,坡道機械,0,
RPPOMLKLOHLFFCE77CA,坡道平面,0,24.79
RPROMLRLOHLFFCE68CA,坡道平面,0,22.51
RPOOMLLKPHLFFCE77CA,坡道平面,0,
RPTOMLQKOHLFFDE78CA,坡道平面,0,17.61
RPTOMLQKOHLFFDE78CA,坡道平面,0,17.61
RPQOMLKLOHLFFDE97CA,坡道平面,0,
RPPOMLRJPHLFFDE48CA,坡道平面,1780000,29.10
RPROMLRJPHLFFDE68CA,坡道平面,1780000,29.10
RPSOMLRJPHLFFDE78CA,坡道平面,1780000,29.10
RPVOMLRJPHLFFDE09CA,坡道平面,1680000,29.10
RPWOMLRJPHLFFDE56CA,坡道平面,1580000,29.10
RPSNMLRKOHLFFEE78CA,坡道平面,0,
RPVNMLKLOHLFFEE48CA,坡道平面,0,28.88
RPWNMLKLOHLFFEE58CA,坡道平面,0,28.88
RPOOMLKLOHLFFEE87CA,坡道平面,0,28.88
RPQOMLKLOHLFFEE08CA,坡道平面,0,28.88
RPROMLKLOHLFFEE18CA,坡道平面,0,26.86
RPQPMLRLOHLFFEE88CA,坡道平面,0,
RPXPMLRLOHLFFEE96CA,坡道機械,0,27.54
RPQOMLKMOHLFFEE18CA,坡道平面,1200000,27.99
RPTOMLKMOHLFFEE48CA,坡道平面,1100000,27.99
RPQNMLMJPHLFFEE08CA,坡道機械,0,
RPRPMLQJPHLFFEE78CA,坡道平面,0,33.18
RPSPMLQJPHLFFEE88CA,坡道平面,0,33.18
RPRPMLMKPHLFFEE48CA,坡道平面,0,24.97
RPXOMLQKOHLFFGE86CA,坡道平面,0,30.45
RPQOMLRKOHLFFGE88CA,坡道平面,0,25.24
RPSNMLLLOHLFFGE48CA,坡道機械,550000,18.81
RPTNMLLLOHLFFGE58CA,坡道機械,550000,18.81
RPUOMLOLOHLFFGE09CA,坡道平面,0,
RPVNMLPJPHLFFGE09CA,坡道平面,0,
RPOQMLLKPHLFFGE38CA,坡道平面,0,18.81
RPWNMLNLOHLFFAE58DA,坡道平面,0,21.54
RPUNMLNLOHLFFLE76CA,升降平面,0,
RPWNMLQJPHLFFGE66CA,坡道平面,0,26.80
RPWNMLPKPHLFFEE09CA,坡道平面,0,
RPRNMLSLOHLFFEE88CA,坡道平面,0,34.79
RPRNMLSLOHLFFEE88CA,坡道平面,0,34.79
RPTQMLNLOHLFFEE88CA,坡道機械,0,
RPWTMLKLOHLFFEE56CA,坡道平面,0,17.24
RPQUMLKLOHLFFEE68CA,坡道機械,0,14.64
RPVPMLMLOHLFFEE88CA,坡道平面,0,15.19
RPXNMLKLOHLFFEE68CA,坡道平面,1200000,35.47
RPXOMLRJPHLFFDE66CA,坡道平面,1780000,29.10
RPPPMLRJPHLFFDE58CA,坡道平面,1580000,29.10
RPSNMLLKPHLFFDE18CA,坡道平面,1580000,29.10
RPTNMLLKPHLFFDE28CA,坡道平面,1580000,29.10
RPTOMLNKPHLFFDE58CA,坡道機械,0,4.80
RPSOMLRLOHLFFDE88CA,坡道機械,0,
RPVOMLMKPHLFFCE58CA,坡道平面,0,35.55
RPWOMLMKPHLFFCE68CA,坡道平面,0,35.55
RPWOMLRLOHLFFCE56CA,坡道機械,0,
RPSNMLOLOHLFFCE38CA,坡道平面,0,
RPUNMLLLOHLFFCE28CA,坡道機械,0,
RPWNMLLLOHLFFCE48CA,坡道平面,0,
RPPNMLLLOHLFFBE67CA,坡道平面,0,19.86
RPUNMLPJPHLFFAE38CA,坡道平面,0,31.58
RPTOMLKMOHLFFAE08CA,升降機械,0,
RPSNMLRLOHLFFAE48CA,坡道平面,0,16.66
