編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPSOMLQKOHLFFAU37CA,林森段,120.00,都市：住
RPWOMLQKOHLFFAU77CA,民意段,159.00,都市：住
RPROMLRKOHLFFAU37CA,嘉南段,106.00,都市：住
RPROMLRKOHLFFAU37CA,嘉南段,16.50,都市：住
RPUOMLRKOHLFFAU67CA,下台地段,3791.54,非都市：一般農業區 ; 非都市編定：農牧用地
RPSNMLKLOHLFFAU76CA,仁和段,101.67,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPXNMLKLOHLFFAU27CA,宜昌段,105.00,都市：住
RPROMLKLOHLFFAU76CA,福安段,234.00,都市：住
RPOOMLLLOHLFFAU56CA,廣賢段,583.51,非都市：一般農業區 ; 非都市編定：農牧用地
RPSOMLLLOHLFFAU96CA,萬豐段,782.48,非都市：一般農業區 ; 非都市編定：農牧用地
RPSOMLLLOHLFFAU96CA,萬豐段,51.46,非都市：一般農業區 ; 非都市編定：水利用地
RPPOMLMLOHLFFAU76CA,富國段,5.16,都市：住
RPUNMLOLOHLFFAU37CA,林森段,60.00,都市：住
RPTOMLOLOHLFFAU37CA,太昌段,68.00,都市：住
RPTOMLOLOHLFFAU37CA,太昌段,12.00,都市：住
RPUOMLSLOHLFFAU87CA,福德段,754.00,都市：農
RPUOMLSLOHLFFAU87CA,福德段,912.00,都市：農
RPUOMLSLOHLFFAU87CA,福德段,1084.00,都市：農
RPUOMLSLOHLFFAU87CA,福德段,986.00,都市：農
RPWPMLNKPHLFFAU67CA,廣賢段,54.28,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPQNMLOKPHLFFAU96CA,仁禮段,1.00,都市：商
RPRNMLOKPHLFFAU07CA,仁禮段,2.00,都市：商
RPTNMLKKQHLFFAU96CA,林森段,73.00,都市：其他
RPTNMLKKQHLFFAU96CA,林森段,92.29,都市：住
RPTNMLKKQHLFFAU96CA,林森段,92.29,都市：住
RPTNMLKKQHLFFAU96CA,林森段,73.00,都市：其他
RPTNMLKKQHLFFAU96CA,林森段,38.97,都市：住
RPTNMLKKQHLFFAU96CA,林森段,52.42,都市：住
RPTNMLKKQHLFFAU96CA,林森段,41.00,都市：其他
RPTNMLKKQHLFFAU96CA,林森段,114.13,都市：住
RPTNMLKKQHLFFAU96CA,林森段,83.90,都市：住
RPRNMLRLOHLFFBU47CA,古努安段,250.52,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPRNMLRLOHLFFBU47CA,古努安段,76.44,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPQNMLQJPHLFFBU17CA,秀山段,59.32,都市：住
RPPNMLRKOHLFFCU27CA,滿自然段,613.79,非都市：特定農業區 ; 非都市編定：農牧用地
RPSNMLNLOHLFFCU27CA,鶴岡段,962.75,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPSNMLKMOHLFFCU07CA,富里段,1337.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPXOMLTLOHLFFAU38DA,南埔段,2349.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPUOMLPKPHLFFAU67DA,南埔段,2501.00,非都市：特定農業區 ; 非都市編定：農牧用地
RPQNMLMLOHLFFCU17EA,吉拉米代段,1002.70,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPRNMLOLOHLFFCU47EA,富山段,1506.82,非都市：山坡地保育區 ; 非都市編定：林業用地
RPRNMLOLOHLFFCU47EA,富山段,955.20,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPRNMLOLOHLFFCU47EA,富山段,72.02,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPRNMLOLOHLFFCU47EA,富山段,591.82,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPPNMLKLOHLFFBU76EA,悅付南段,383.60,非都市：一般農業區 ; 非都市編定：農牧用地
RPUNMLRLOHLFFBU97EA,達莫段,290.05,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPSNMLMLOHLFFCU27DA,禹西段,2871.15,非都市：特定農業區 ; 非都市編定：農牧用地
RPSNMLMLOHLFFCU27DA,禹西段,2871.16,非都市：特定農業區 ; 非都市編定：農牧用地
RPQNMLMLOHLFFAU96EA,下台地段,1626.60,非都市：國家公園區 ; 非都市編定：
RPWNMLOLOHLFFAU77EA,仁廉段,170.00,都市：住
RPPNMLKLOHLFFCU66CA,瑞美段,79.00,都市：住
RPQNMLKLOHLFFCU76CA,學田段,173.12,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPPNMLMKPHLFFCU86CA,滿自然段,3206.00,非都市：山坡地保育區 ; 非都市編定：農牧用地
RPUNMLPJPHLFFCU57CA,源北段,1911.84,非都市：特定農業區 ; 非都市編定：農牧用地
RPUNMLKLOHLFFAU07DA,福興段,126.67,都市：住
RPRNMLLLOHLFFAU86DA,路內段,233.89,都市：農
RPSNMLPKPHLFFAU27CA,仁廉段,97.00,都市：其他
RPSPMLPKPHLFFAU47CA,永興段,93.55,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPWPMLPKPHLFFAU87CA,德安段,14.17,都市：住
RPVNMLLKPHLFFAU17CA,福南段,816.07,非都市：特定農業區 ; 非都市編定：農牧用地
RPWNMLLJPHLFFAU17CA,草林段,34.94,都市：住
RPWOMLLJPHLFFAU27CA,富國段,3.17,都市：商
RPUNMLLLOHLFFAU07CA,主權段,26.84,都市：住
RPUNMLLLOHLFFAU07CA,主權段,.25,都市：住
RPXNMLNLOHLFFAU57CA,下台地段,1145.01,非都市：一般農業區 ; 非都市編定：農牧用地
RPUOMLLLOHLFFAU17CA,嘉平段,28.29,都市：住
RPTOMLKLOHLFFAU96CA,主權段,121.00,都市：商
RPPNMLLLOHLFFAU56CA,林森段,333.00,都市：住
RPTNMLLLOHLFFAU96CA,廣賢段,2527.20,非都市：一般農業區 ; 非都市編定：農牧用地
RPPNMLMLOHLFFAU66CA,南華段,1224.40,非都市：特定農業區 ; 非都市編定：農牧用地
RPSNMLMLOHLFFAU96CA,富國段,373.00,都市：住
RPWNMLMLOHLFFAU37CA,慈安段,122.00,都市：住
RPVNMLNLOHLFFAU37CA,仁恥段,94.00,都市：住
RPVNMLNLOHLFFAU37CA,仁恥段,27.17,都市：住
RPVNMLNLOHLFFAU37CA,仁恥段,4.67,都市：住
RPWNMLNLOHLFFAU47CA,華興段,22.84,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPWNMLNLOHLFFAU47CA,華興段,195.84,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPWNMLNLOHLFFAU47CA,華興段,17.92,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPQOMLMLOHLFFAU86CA,慶豐段,827.00,都市：農
RPQOMLMLOHLFFAU86CA,慶豐段,48.00,都市：其他
RPXOMLOLOHLFFAU77CA,政明段,353.86,都市：農
RPXOMLOLOHLFFAU77CA,政明段,300.98,都市：農
RPXOMLOLOHLFFAU77CA,政明段,326.30,都市：農
RPXOMLOLOHLFFAU77CA,大湖腳段,2623.59,非都市：一般農業區 ; 非都市編定：農牧用地
RPROMLSLOHLFFAU57CA,富國段,220.00,都市：住
RPROMLSLOHLFFAU57CA,富國段,593.00,都市：住
RPRPMLSLOHLFFAU67CA,民勤段,39.00,都市：住
RPRPMLSLOHLFFAU67CA,民勤段,51.00,都市：住
RPVOMLOLOHLFFAU57CA,忠孝段,154.21,都市：農
RPVOMLOLOHLFFAU57CA,忠孝段,240.00,都市：農
