鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中壢區,建物,桃園市中壢區中園路1~30號,0.0,住,,,1050531,土地0建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960301,94.96000000000001,2,1,1,有,有,無,14500,153,坡道平面,24.48,0,,RPTOMLQKOHLFFBH09CC
觀音區,土地,忠孝段1~30地號,7982.18,,一般農業區,農牧用地,1050616,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,150000,19,,0.0,0,,RPSPMLQKOHLFFBH09CC
中壢區,土地,興南段中壢老小段211~240地號,41.0,商,,,1050530,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,854,,0.0,0,,RPTPMLQKOHLFFBH66DC
桃園區,房地(土地+建物),桃園市桃園區愛八街61~90號,0.0,住,,,1050521,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0810811,76.88,3,2,2,有,無,有,15000,195,,0.0,0,,RPVOMLQKOHLFFAH66DC
八德區,房地(土地+建物),桃園市八德區中山路151~180號,32.5,住,,,1050615,土地1建物1車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1040413,98.71000000000001,2,1,1,有,無,無,11000,111,,0.0,0,,RPQNMLQKOHLFFFH56DC
桃園區,房地(土地+建物)+車位,桃園市桃園區民有東路31~60號,23.0,住,,,1050218,土地1建物1車位1,七層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800328,197.78,4,2,2,有,有,無,14000,71,坡道平面,33.33,0,,RPXUMLRKOHLFFAH67EC
中壢區,土地,三民段241~270地號,330.0,農,,,1050303,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,35000,106,,0.0,0,含未保存廠房,RPROMLRKOHLFFBH56EC
中壢區,房地(土地+建物)+車位,桃園市中壢區青商路1~30號,19.9,住,,,1050615,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030501,163.95999999999998,3,2,2,有,有,有,19000,116,坡道平面,35.6,0,,RPWNMLRKOHLFFBH86DC
中壢區,建物,桃園市中壢區漢口街1~30號,0.0,住,,,1050603,土地0建物0車位0,全,4,透天厝,住家用,鋼筋混凝土造,0820119,32.69,14,14,14,有,有,有,3000,92,,0.0,0,,RPUOMLRKOHLFFBH66CC
中壢區,建物,桃園市中壢區文化路271巷26弄91~120號,0.0,住,,,1050531,土地0建物1車位0,三層,,公寓(5樓含以下無電梯),,,,75.15,2,1,1,有,無,無,10000,133,,0.0,0,,RPWOMLRKOHLFFBH86CC
中壢區,建物,桃園市中壢區榮安一街391~420號,0.0,住,,,1050531,土地0建物1車位0,四層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,0830623,39.73,1,1,1,有,有,無,6500,164,,0.0,0,,RPXOMLRKOHLFFBH96CC
中壢區,房地(土地+建物),桃園市中壢區龍川三街7巷1~30號,14.0,住,,,1050613,土地1建物0車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,0950825,14.0,15,0,15,有,無,有,4000,286,,0.0,0,,RPOOMLSKOHLFFBH88DC
桃園區,房地(土地+建物),桃園市桃園區大興西路二段121~150號,7.68,其他,,,1050524,土地1建物1車位0,一層,15,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0940425,85.33,0,0,0,無,有,無,40000,469,,0.0,0,,RPWTMLKLOHLFFAH76DC
桃園區,房地(土地+建物),桃園市桃園區寶慶路511~540號,92.51,其他,,,1050610,土地1建物1車位0,全,5,透天厝,見其他登記事項,鋼筋混凝土造,0931108,263.94,4,2,3,有,無,無,40000,152,,0.0,0,,RPPUMLKLOHLFFAH78DC
桃園區,房地(土地+建物),桃園市桃園區林森路71巷3弄1~30號,23.4,住,,,1050620,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690811,93.17999999999999,3,2,1,有,無,無,7000,75,,0.0,0,,RPPWMLKLOHLFFAH98DC
蘆竹區,建物,桃園市蘆竹區六福路一段151~180號,13.69,工,,,1050311,土地0建物1車位1,三層,18,其他,見其他登記事項,鋼筋混凝土造,1040713,142.93,2,1,1,有,有,無,18150,127,坡道平面,34.0,0,主要用途自由職業事務所,RPTOMLKLOHLFFEH09EC
八德區,房地(土地+建物)+車位,桃園市八德區建德路241~270號,14.58,住,,,1050618,土地1建物1車位2,十七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031006,134.93,2,2,1,有,有,無,11000,82,坡道平面,0.0,0,,RPQOMLKLOHLFFFH78DC
中壢區,建物,桃園市中壢區榮安一街391~420號,0.0,住,,,1050604,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920311,169.73000000000002,5,2,3,有,有,無,13500,80,,0.0,0,,RPROMLKLOHLFFBH38CC
中壢區,建物,桃園市中壢區榮安十三街301~330號,0.0,住,,,1050605,土地0建物0車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0971106,27.54,2,2,2,有,無,有,7500,272,,0.0,0,,RPSOMLKLOHLFFBH48CC
中壢區,建物,桃園市中壢區衡陽街61~90號,0.0,住,,,1050530,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830416,115.91,3,2,2,有,有,無,8000,69,,0.0,0,,RPUOMLKLOHLFFBH68CC
中壢區,建物,桃園市中壢區延平路91~120號,0.0,住,,,1050527,土地0建物0車位0,三層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0791130,140.0,0,1,1,有,有,無,11300,81,,0.0,0,,RPXOMLKLOHLFFBH98CC
中壢區,建物,桃園市中壢區文化路241~270號,0.0,住,,,1050601,土地0建物1車位0,八層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0940301,51.5,1,1,1,有,有,無,11000,214,,0.0,0,,RPSPMLKLOHLFFBH58CC
中壢區,建物,桃園市中壢區福州路61~90號,0.0,住,,,1050530,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770606,91.43,3,2,2,有,無,無,13000,142,,0.0,0,,RPUPMLKLOHLFFBH78CC
