編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPTNMLQKOHLFFCA38CC,長春段二小段,.00,都市：住
RPXNMLQKOHLFFCA78CC,東湖段二小段,.00,都市：商
RPOOMLQKOHLFFCA97CC,正義段一小段,.00,都市：商
RPPOMLQKOHLFFCA08CC,長春段二小段,.00,都市：住
RPQOMLQKOHLFFCA18CC,北安段三小段,.00,都市：住
RPSOMLQKOHLFFCA38CC,正義段三小段,.00,都市：商
RPSOMLQKOHLFFCA38CC,正義段三小段,.00,都市：商
RPSOMLQKOHLFFCA38CC,正義段三小段,.00,都市：商
RPUOMLQKOHLFFCA58CC,東湖段一小段,6.54,都市：其他
RPWOMLQKOHLFFCA78CC,中山段二小段,.00,都市：商
RPTPMLQKOHLFFCA58CC,金泰段,.00,都市：其他
RPTNMLQKOHLFFAA18CC,南海段三小段,.00,都市：商
RPTNMLQKOHLFFBA28CC,圓環段一小段,.00,都市：商
RPTNMLQKOHLFFBA28CC,圓環段一小段,.00,都市：商
RPTNMLQKOHLFFDA48CC,信義段三小段,.00,都市：其他
RPUNMLQKOHLFFDA58CC,永春段一小段,.00,都市：住
RPTOMLQKOHLFFDA58CC,西松段二小段,12.67,都市：商
RPSOMLQKOHLFFEA58CC,大業段四小段,.00,都市：工
RPQNMLQKOHLFFFA38CC,大安段三小段,2.75,都市：住
RPTNMLQKOHLFFFA68CC,學府段一小段,.00,都市：其他
RPQNMLRKOHLFFFA48CC,金華段二小段,.00,都市：商
RPSNMLRKOHLFFFA68CC,大安段一小段,.00,都市：住
RPTNMLRKOHLFFFA78CC,龍泉段二小段,.00,都市：住
RPOOMLRKOHLFFFA38CC,大安段三小段,.00,都市：商
RPOOMLRKOHLFFFA38CC,大安段三小段,.00,都市：商
RPQOMLRKOHLFFFA58CC,懷生段一小段,.00,都市：住
RPSOMLRKOHLFFFA78CC,復興段二小段,.00,都市：住
RPUOMLRKOHLFFFA98CC,通化段三小段,.00,都市：商
RPVNMLRKOHLFFEA88CC,天山段二小段,.00,都市：商
RPTOMLRKOHLFFEA78CC,新民段三小段,.00,都市：住
RPSPMLRKOHLFFCA68DC,中山段四小段,.00,都市：商
RPVPMLRKOHLFFEA56DC,芝蘭段三小段,.00,都市：其他
RPTNMLRKOHLFFDA58CC,玉成段三小段,.00,都市：商
RPUNMLRKOHLFFDA68CC,經貿段,.00,都市：住
RPSOMLRKOHLFFDA58CC,西松段一小段,.00,都市：住
RPXOMLRKOHLFFDA09CC,敦化段三小段,.13,都市：商
RPXOMLRKOHLFFDA09CC,敦化段三小段,.52,都市：商
RPXOMLRKOHLFFDA09CC,敦化段三小段,1.68,都市：商
RPXOMLRKOHLFFDA09CC,敦化段三小段,.32,都市：商
RPXOMLRKOHLFFDA09CC,敦化段三小段,.21,都市：商
RPOPMLRKOHLFFDA28CC,延吉段一小段,.00,非都市： ; 非都市編定：
RPOPMLRKOHLFFDA28CC,延吉段一小段,.00,非都市： ; 非都市編定：
RPPNMLRKOHLFFBA97CC,中正段一小段,.00,都市：住
RPPNMLRKOHLFFBA97CC,中正段一小段,.00,都市：住
RPQNMLRKOHLFFBA08CC,市府段一小段,.00,都市：商
RPOOMLRKOHLFFBA97CC,雙連段一小段,.00,都市：商
RPROMLRKOHLFFBA28CC,雙園段一小段,.00,都市：住
RPSOMLRKOHLFFBA38CC,臨沂段一小段,.00,都市：住
RPSOMLRKOHLFFBA38CC,臨沂段一小段,.00,都市：住
RPQNMLRKOHLFFAA97CC,景美段三小段,.00,都市：商
RPQNMLRKOHLFFAA97CC,景美段三小段,.00,都市：住
RPSNMLRKOHLFFAA18CC,南海段四小段,.00,都市：商
RPTNMLRKOHLFFAA28CC,河堤段二小段,.00,都市：商
RPRNMLRKOHLFFCA28CC,長春段一小段,.00,都市：住
RPSNMLRKOHLFFCA38CC,長春段二小段,.00,都市：住
RPUNMLRKOHLFFCA58CC,正義段一小段,.00,都市：商
RPVNMLRKOHLFFCA68CC,中山段二小段,.00,都市：商
