鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
冬山鄉,土地,廣興段931~960地號,1401.48,,特定農業區,農牧用地,1050519,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3031242,2163,,0.0,0,,RPUOMLQKOHLFFAG78CA
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮北投街36巷31~60號,89.59,,特定農業區,甲種建築用地,1050518,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0871110,223.12,4,2,3,有,有,11500000,51542,,0.0,0,含增建或未登記建物。,RPOPMLQKOHLFFAG28CA
五結鄉,土地,五結段1021~1050地號,83.27,其他,,,1050603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1280000,15372,,0.0,0,,RPPNMLRKOHLFFAG28CA
五結鄉,土地,五結段1021~1050地號,47.88,其他,,,1050603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,736000,15372,,0.0,0,,RPQNMLRKOHLFFAG38CA
五結鄉,土地,五結段1021~1050地號,74.94,其他,,,1050603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1152000,15372,,0.0,0,,RPRNMLRKOHLFFAG48CA
蘇澳鎮,土地,湖口段211~240地號,723.11,農,,,1050606,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2850000,3941,,0.0,0,,RPSNMLRKOHLFFAG58CA
冬山鄉,土地,群英段1291~1320地號,105.0,其他,,,1050603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1108800,10560,,0.0,0,,RPTNMLRKOHLFFAG68CA
五結鄉,房地(土地+建物),宜蘭縣五結鄉中正路二段31巷1~30號,25.35,住,,,1050531,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0840327,56.64,2,1,1,有,無,3500000,61794,,0.0,0,,RPXNMLLLOHLFFAG58CA
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉中正西路41巷4弄1~30號,29.86,住,,,1050601,土地2建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831227,162.59,3,2,2,有,無,5200000,31982,坡道平面,0.0,0,,RPOOMLLLOHLFFAG77CA
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮民意街91~120號,39.44,住,,,1050517,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690204,94.92,3,2,2,有,無,5900000,62158,,0.0,0,,RPPOMLLLOHLFFAG87CA
