編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPRNMLLLOHLFFAX07CA,,5.90,住家用,見其他登記事項,,一層,一層
RPTNMLMLOHLFFAX37CA,10,114.38,見其他登記事項,鋼筋混凝土造,95年7月10日,十四層,十四層
RPTNMLMLOHLFFAX37CA,10,73.81,共用部份,鋼筋混凝土造,95年7月10日,十四層,
RPSNMLMJPHLFFAX27DA,,235.85,住家用,鋼筋混凝土造,105年4月20日,三層,一層 二層 三層 見其他登記事項
RPQNMLQJPHLFFAX47DA,23,99.41,住家用,鋼筋混凝土造,82年10月15日,六層,四層
RPQNMLQJPHLFFAX47DA,23,30.53,見其他登記事項,鋼筋混凝土造,82年10月15日,六層,
RPSNMLRJPHLFFAX67CA,,29.20,住家用,見其他登記事項,,一層,一層
RPPNMLKLPHLFFAX86CA,39,152.58,住家用,加強磚造,66年1月1日,二層,一層 二層 電梯樓梯間
