編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPUNMLNLOHLFFHL17CB,新興段,18.35,都市：住
RPVNMLNLOHLFFHL27CB,新興段,18.66,都市：住
RPWNMLNLOHLFFHL37CB,新興段,18.66,都市：住
RPXNMLNLOHLFFHL47CB,新興段,18.35,都市：住
