編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPRNMLKLOHLFFAI08CA,下路頭段,76.00,都市：住
RPUNMLKLOHLFFAI38CA,港子坪段,96.00,都市：住
RPUNMLKLOHLFFAI38CA,港子坪段,75.00,都市：住
RPROMLLLOHLFFAI28CA,北園段,68.75,都市：住
RPROMLLLOHLFFAI28CA,北園段,42.69,都市：住
RPQNMLMLOHLFFAI18CA,新富段一小段,64.00,都市：住
RPQNMLMLOHLFFAI18CA,南門段七小段,62.00,都市：住
RPUNMLQLOHLFFAI98CA,新富段八小段,53.00,都市：商
RPUNMLQLOHLFFAI98CA,新富段八小段,56.00,都市：商
RPUNMLQLOHLFFAI98CA,新富段八小段,12.00,都市：商
RPUNMLQLOHLFFAI98CA,新富段八小段,15.00,都市：商
RPTNMLRLOHLFFAI98CA,竹圍子段二小段,12.51,都市：住
RPQNMLMJPHLFFAI08CA,北社尾段保安小段,87.00,都市：住
RPXOMLLJPHLFFAI78CA,短竹段,7.90,都市：住
RPSNMLMKPHLFFAI38CA,玉川段,108.00,都市：住
RPPNMLRKOHLFFAI68EA,檜段三小段,300.00,都市：住
RPUNMLNLOHLFFAI88EA,大溪段,145.18,都市：住
RPUNMLNLOHLFFAI88EA,大溪段,61.12,都市：住
RPWNMLRLOHLFFAI86EA,頂庄段,15.97,都市：住
RPTNMLKLOHLFFAI48EA,埤子頭段,8.34,都市：住
RPTNMLKLOHLFFAI48EA,埤子頭段,9.48,都市：住
RPXNMLKLOHLFFAI88EA,劉厝段玉山小段,194.54,都市：住
RPSOMLLLOHLFFAI58EA,盧厝段,108.00,都市：住
RPROMLLKPHLFFAI28CA,遠東段,109.00,都市：住
RPROMLLKPHLFFAI28CA,遠東段,110.00,都市：住
RPROMLLKPHLFFAI28CA,遠東段,168.00,都市：住
RPROMLLKPHLFFAI28CA,遠東段,1912.00,都市：住
RPROMLLKPHLFFAI28CA,遠東段,54.00,都市：其他
RPROMLLKPHLFFAI28CA,遠東段,931.00,都市：其他
RPROMLLKPHLFFAI28CA,遠東段,948.00,都市：住
RPUNMLSLOHLFFAI66DA,車店段車店小段,84.00,都市：住
RPUNMLSLOHLFFAI66DA,車店段車店小段,22.83,都市：住
RPRNMLTJPHLFFAI88CA,大溪厝段,158.00,都市：住
RPSNMLTJPHLFFAI98CA,中山段六小段,142.00,都市：住
RPUNMLRLOHLFFAI09CA,盧厝段,41.69,都市：住
RPUNMLTLOHLFFAI66CA,下路頭段,80.00,都市：住
RPQNMLRLOHLFFAI68CA,車店段車店小段,182.00,都市：住
RPSNMLRLOHLFFAI88CA,下路頭段,100.00,都市：住
RPSNMLQLOHLFFAI78CA,盧厝段,16.12,都市：住
RPTNMLQLOHLFFAI88CA,北社尾段,14.24,都市：住
RPPNMLPLOHLFFAI38CA,白川段,34.68,都市：住
RPVNMLQLOHLFFAI09CA,竹村段,132.19,都市：住
RPVNMLQLOHLFFAI09CA,竹村段,23.98,都市：住
RPVOMLLLOHLFFAI68CA,竹圍子段三小段,21.99,都市：住
RPQNMLSLOHLFFAI78CA,北園段,68.50,都市：住
RPWNMLQJPHLFFAI09CA,埤子頭段,6.34,都市：住
RPUOMLLJPHLFFAI48CA,車店段車店小段,19.25,都市：住
RPQNMLRJPHLFFAI68DA,湖內段,75.24,都市：住
RPVNMLNKPHLFFAI88DA,育人段,4269.59,都市：農
RPRNMLRLPHLFFAI88CA,車店段車店小段,34.52,都市：住
RPPNMLQKPHLFFAI48CA,溪東段,5.08,都市：住
RPPNMLQKPHLFFAI48CA,溪東段,94.75,都市：住
RPPNMLMLOHLFFAI28EA,太平段,100.00,都市：住
RPPNMLMLOHLFFAI28EA,太平段,28.00,都市：住
RPPNMLMJPHLFFAI97CA,竹圍子段,24.40,都市：住
RPVNMLQJPHLFFAI98CA,短竹段,13.93,都市：住
RPRNMLMLOHLFFAI28CA,車店段,25.33,都市：住
RPRNMLMLOHLFFAI28CA,白川段,4.27,都市：住
RPUNMLMLOHLFFAI58CA,車店段車店小段,24.39,都市：住
RPPNMLNLOHLFFAI18CA,後庄段,98.00,都市：住
RPQNMLNLOHLFFAI28CA,劉厝段玉山小段,33.78,都市：住
RPQNMLNLOHLFFAI28CA,劉厝段玉山小段,114.25,都市：住
RPTNMLNLOHLFFAI58CA,車店段車店小段,29.05,都市：住
RPRNMLPLOHLFFAI58CA,下路頭段,53.00,都市：住
RPRNMLPLOHLFFAI58CA,下路頭段,24.00,都市：住
RPRNMLPLOHLFFAI58CA,下路頭段,9.00,都市：住
RPTNMLTJPHLFFAI09CA,下路頭段,48.00,都市：住
RPTNMLTJPHLFFAI09CA,下路頭段,18.00,都市：住
RPTNMLTJPHLFFAI09CA,下路頭段,6.00,都市：住
RPUNMLLKPHLFFAI48CA,湖內段,19.48,都市：住
RPTNMLOLOHLFFAI88EA,榮段五小段,33.00,都市：商
RPOOMLOLOHLFFAI48EA,埤子頭段,24.00,都市：住
