編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPVPMLSLOHLFFEH47DC,水尾段,3835.75,都市：其他
RPWOMLSLOHLFFAH07DC,中路段,10.72,都市：住
RPQQMLSLOHLFFBH66CC,普義段,.00,都市：住
RPOQMLSLOHLFFAH98CC,國聖段,.00,都市：住
RPWRMLSLOHLFFDH57CC,富九段,1322.00,都市：工
RPPOMLTLOHLFFDH66CC,大金山下段大金山下小段,.00,都市：住
RPQOMLTLOHLFFDH76CC,大金山下段大金山下小段,.00,都市：住
RPRNMLTLOHLFFGH07CC,金鍊段,.00,都市：住
RPSNMLTLOHLFFGH17CC,廣東段,.00,都市：住
RPTNMLTLOHLFFGH27CC,廣南段,.00,都市：住
RPXQMLTLOHLFFAH37CC,八角段,.00,都市：農
RPQSMLTLOHLFFAH86CC,龜山段,.00,都市：商
RPXSMLTLOHLFFAH57CC,同安段,13.68,都市：住
RPQTMLTLOHLFFAH96CC,大林段,17.46,都市：住
RPUOMLTLOHLFFBH96CC,新街段,.00,都市：商
RPOPMLTLOHLFFAH09DC,龍祥段,55.72,都市：住
RPSQMLTLOHLFFBH07DC,興南段興南小段,2877.69,都市：住
RPUNMLTLOHLFFDH17DC,新生段,69.00,都市：住
RPQNMLTLOHLFFFH96DC,興豐段,316.49,都市：住
RPQNMLTLOHLFFFH96DC,興豐段,324.04,都市：住
RPQNMLTLOHLFFFH96DC,興豐段,1184.13,都市：住
RPRNMLTLOHLFFFH07DC,大和段,61.57,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPRNMLTLOHLFFFH07DC,大和段,4.83,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPRNMLTLOHLFFFH07DC,大和段,20.13,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPVNMLTLOHLFFFH37CC,興仁段,.00,都市：商
RPRNMLKMOHLFFFH98EC,白鷺段,143.49,都市：工
RPUNMLKMOHLFFGH76EC,平鎮段,.04,都市：商
RPUNMLKMOHLFFGH76EC,南勢段,16.71,都市：商
RPPOMLKMOHLFFBH28CC,忠孝段,.00,都市：住
RPPOMLKMOHLFFBH28CC,忠孝段,.00,都市：住
RPROMLKMOHLFFBH48CC,雙嶺段,.00,都市：商
RPTPMLKMOHLFFBH78CC,興南段興南小段,34.00,都市：住
RPTPMLKMOHLFFBH78CC,興南段中壢老小段,18.00,都市：住
RPTPMLKMOHLFFBH78CC,興南段中壢老小段,78.00,都市：住
RPQTMLKMOHLFFAH78CC,文化段,1955.00,都市：住
RPXPMLKMOHLFFEH86CC,水尾段,2520.00,都市：工
RPQOMLKMOHLFFDH58CC,大金山下段大金山下小段,.00,都市：住
RPSOMLKMOHLFFDH78CC,富九段,.00,非都市：特定農業區 ; 非都市編定：丁種建築用地
