鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中山區,建物,臺北市中山區龍江路120巷1~30號,0.0,住,,,1050615,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0880524,78.38,2,1,1,有,有,有,29000,370,,0.0,0,,RPTNMLQKOHLFFCA38CC
內湖區,建物,臺北市內湖區康寧路三段165巷14弄1~30號,0.0,商,,,1050531,土地0建物1車位1,一層,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,1020506,130.64,0,0,0,無,有,無,37000,283,坡道平面,0.0,0,,RPXNMLQKOHLFFCA78CC
中山區,建物,臺北市中山區新生北路一段91~120號,0.0,商,,,1050608,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0761217,129.73,3,2,2,有,有,無,28380,219,,0.0,0,,RPOOMLQKOHLFFCA97CC
中山區,建物,臺北市中山區南京東路三段89巷27弄1~30號,0.0,住,,,1050607,土地0建物1車位0,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980901,149.06,3,2,2,有,有,有,77500,520,,0.0,0,,RPPOMLQKOHLFFCA08CC
中山區,建物,臺北市中山區北安路608巷1~30號,0.0,住,,,1050520,土地0建物1車位0,三層,7,辦公商業大樓,住家用,鋼筋混凝土造,0950516,252.91,0,0,0,無,有,無,43138,171,,0.0,0,,RPQOMLQKOHLFFCA18CC
中山區,建物,臺北市中山區南京東路一段31~60號,0.0,商,,,1050602,土地0建物1車位0,三層,9,辦公商業大樓,商業用,鋼筋混凝土造,,304.79,0,0,0,無,有,無,110000,361,,0.0,0,,RPSOMLQKOHLFFCA38CC
內湖區,房地(土地+建物),臺北市內湖區東湖路113巷49弄1~30號,6.54,其他,,,1050522,土地1建物1車位0,一層,8,其他,商業用,鋼筋混凝土造,0840513,84.7,0,0,1,有,有,無,30000,354,,0.0,0,,RPUOMLQKOHLFFCA58CC
中山區,建物,臺北市中山區民權西路9巷1~30號,0.0,商,,,1050601,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011112,52.769999999999996,1,1,1,有,有,有,37000,701,,0.0,0,,RPWOMLQKOHLFFCA78CC
中山區,建物,臺北市中山區植福路286巷31~60號,0.0,其他,,,1050518,土地0建物1車位3,十九層,42,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1031229,586.81,3,2,4,有,有,有,300000,511,坡道平面,0.0,0,,RPTPMLQKOHLFFCA58CC
中正區,建物,臺北市中正區南昌路一段91~120號,0.0,商,,,1050602,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980403,88.24,2,2,1,有,有,有,36000,408,,0.0,0,,RPTNMLQKOHLFFAA18CC
大同區,建物,臺北市大同區南京西路25巷31~60號,0.0,商,,,1050524,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970626,107.86,2,1,1,有,無,有,44500,413,,0.0,0,,RPTNMLQKOHLFFBA28CC
信義區,建物,臺北市信義區信義路五段121~150號,0.0,其他,,,1050608,土地0建物1車位0,三層,19,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0951229,67.17,2,1,1,有,有,有,30000,447,,0.0,0,,RPTNMLQKOHLFFDA48CC
信義區,建物,臺北市信義區松德路61~90號,0.0,住,,,1050614,土地0建物1車位0,七層,12,辦公商業大樓,商業用,鋼筋混凝土造,0810609,144.54,0,0,0,無,有,無,55000,381,,0.0,0,,RPUNMLQKOHLFFDA58CC
松山區,房地(土地+建物),臺北市松山區南京東路五段31~60號,12.67,商,,,1050614,土地1建物1車位0,二層,13,辦公商業大樓,商業用,鋼筋混凝土造,0690207,130.89,0,1,1,有,有,無,33000,252,,0.0,0,,RPTOMLQKOHLFFDA58CC
北投區,建物,臺北市北投區中央南路二段1~30號,0.0,工,,,1050610,土地0建物1車位0,十五層,19,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040828,50.08,0,0,0,無,有,無,15000,300,,0.0,0,,RPSOMLQKOHLFFEA58CC
大安區,房地(土地+建物),臺北市大安區四維路170巷31~60號,2.75,住,,,1050615,土地1建物1車位0,一層,8,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0980115,50.01,0,0,0,無,無,無,38000,760,,0.0,0,,RPQNMLQKOHLFFFA38CC
大安區,建物,臺北市大安區敦化南路781~810號,0.0,其他,,,1050520,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750825,147.04,0,0,0,有,有,無,50000,340,,0.0,0,,RPTNMLQKOHLFFFA68CC
大安區,建物,臺北市大安區金山南路二段185巷1~30號,0.0,商,,,1050602,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600422,120.13,3,2,2,有,無,無,29500,246,,0.0,0,,RPQNMLRKOHLFFFA48CC
