鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
宜蘭市,房地(土地+建物),宜蘭縣宜蘭巿女中路二段391~420號,87.0,住,,,1050607,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,1040825,203.34,3,2,4,有,無,有,30000,148,,0.0,0,,RPPNMLQKOHLFFBG48CC
蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮中山路一段421~450號,74.46,住,,,1050609,土地2建物1車位0,全,1,透天厝,住家用,加強磚造,0560701,57.0,3,2,1,有,無,有,7000,123,,0.0,0,,RPSNMLMLOHLFFAG58EC
羅東鎮,建物,宜蘭縣羅東鎮民生路151~180號,0.0,住,,,1050621,土地0建物1車位0,見其他登記事項,4,店面(店鋪),住家用,鋼筋混凝土造,0741211,137.09,3,2,3,有,無,有,18000,131,,0.0,0,,RPWNMLMLOHLFFAG78CC
羅東鎮,建物,宜蘭縣羅東鎮興東路121~150號,0.0,商,,,1050601,土地0建物1車位0,一層,4,店面(店鋪),商業用,鋼筋混凝土造,0670126,88.35,0,0,0,無,無,有,50000,566,,0.0,0,,RPVNMLRLOHLFFAG56CC
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮大同路61~90號,80.0,商,,,1050624,土地1建物1車位0,一層,3,店面(店鋪),商業用,鋼筋混凝土造,0890921,66.39,0,0,1,無,無,無,8000,121,,0.0,0,,RPPNMLTLOHLFFAG98EC
