編號,車位類別,車位價格,車位面積平方公尺
RPWOMLNJNHLFFAF78EC,坡道平面,3000,29.55
RPWOMLNJNHLFFAF78EC,坡道平面,3000,29.55
RPOPMLNJNHLFFAF08EC,坡道平面,3000,29.55
RPOPMLNJNHLFFAF08EC,坡道平面,3000,29.55
RPQOMLNJNHLFFHF88EC,坡道平面,5000,33.00
RPUPMLNJNHLFFBF58CC,坡道平面,0,40.64
RPPNMLOJNHLFFDF18CC,坡道機械,0,22.97
RPXNMLOJNHLFFEF09CC,坡道平面,0,
RPRNMLPJNHLFFIF98CC,坡道平面,0,30.93
RPWOMLPJNHLFFGF76CC,升降機械,0,16.21
RPWOMLPJNHLFFGF76CC,升降機械,0,16.21
RPPOMLPJNHLFFEF48CC,坡道平面,0,36.08
RPRPMLQJNHLFFEF88CC,坡道平面,0,27.65
RPRPMLQJNHLFFEF88CC,坡道平面,0,27.65
RPSPMLQJNHLFFBF68CC,坡道平面,0,30.49
RPTQMLQJNHLFFBF88CC,坡道平面,0,27.28
RPPNMLTJNHLFFDF68CC,坡道平面,0,39.45
RPTPMLTJNHLFFBF09CC,坡道機械,0,
RPRQMLTJNHLFFBF98CC,坡道平面,0,21.52
RPVPMLTJNHLFFEF07DC,坡道機械,0,
RPURMLTJNHLFFIF47CC,一樓平面,0,
RPWNMLTJNHLFFHF17CC,坡道平面,0,50.84
RPSOMLKKNHLFFIF78CC,升降機械,0,11.89
RPRNMLKKNHLFFHF68EC,坡道平面,0,35.99
RPSNMLLKNHLFFDF28CC,升降機械,0,24.31
RPROMLLKNHLFFCF18CC,坡道平面,0,
RPSNMLMKNHLFFEF48CC,坡道平面,0,30.95
RPSOMLNKNHLFFDF58CC,坡道平面,0,
RPXOMLNKNHLFFDF09CC,坡道平面,0,
RPXOMLNKNHLFFDF09CC,坡道平面,0,
RPTRMLNKNHLFFEF09CC,坡道平面,2300,31.93
RPQRMLNKNHLFFHF09CC,坡道機械,3500,15.64
RPURMLNKNHLFFHF86CC,坡道平面,0,
RPPNMLOKNHLFFEF38CC,坡道平面,0,37.85
RPRNMLPKNHLFFIF09CC,坡道平面,0,24.80
