編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPRNMLOJNHLFFAI18CA,後庄段,28.00,都市：農
RPRNMLOJNHLFFAI18CA,後庄段,161.00,都市：農
RPUNMLOJNHLFFAI48CA,埤子頭段,164.95,都市：住
RPRNMLPJNHLFFAI28CA,崎頂段,36.39,都市：農
RPRNMLPJNHLFFAI28CA,崎頂段,252.00,都市：農
RPRNMLPJNHLFFAI28CA,崎頂段,2523.00,都市：農
RPPNMLLKNHLFFAI77CA,檜段三小段,7.75,都市：商
RPPNMLLKNHLFFAI77CA,檜段三小段,105.00,都市：商
RPPNMLLKNHLFFAI77CA,檜段三小段,98.00,都市：商
RPUNMLMKNHLFFAI38CA,竹圍子段,65.00,都市：住
RPPNMLKMNHLFFAI87CA,北園段,68.00,都市：住
RPRNMLNJNHLFFAI28EA,盧東段,81.62,都市：住
RPSNMLNJNHLFFAI38EA,盧厝段,23.52,都市：住
RPUNMLNLNHLFFAI78EA,長竹段,62.00,都市：住
RPUNMLNLNHLFFAI78EA,長竹段,7.00,都市：住
RPUNMLNLNHLFFAI78EA,長竹段,32.00,都市：住
RPVNMLQLNHLFFAI56EA,竹圍子段,2.00,都市：住
RPVNMLQLNHLFFAI56EA,竹圍子段,57.00,都市：住
RPSNMLTKNHLFFAI09EA,湖內段,25.02,都市：住
RPPNMLOJNHLFFAI18EA,車店段,19.32,都市：住
RPPNMLOJNHLFFAI18EA,白川段,1.83,都市：住
RPRNMLTJNHLFFAI78DA,何庄段,2650.00,都市：農
RPRNMLTJNHLFFAI78DA,何庄段,2645.00,都市：農
RPSNMLTLNHLFFAI98CA,下路頭段,60.00,都市：住
RPUNMLTLNHLFFAI56CA,北社尾段保安小段,7.89,都市：住
RPVNMLOLNHLFFAI78CA,同興段,86.00,都市：住
RPQNMLOJNHLFFAI08CA,劉厝段,131.00,都市：農
RPQNMLKKNHLFFAI77CA,下路頭段,87.00,都市：住
RPRNMLKKNHLFFAI87CA,盧厝段,12.29,都市：住
RPOOMLLKNHLFFAI77CA,西門段四小段,6.09,都市：商
RPVNMLOJNHLFFAI58CA,盧東段,50.74,都市：農
RPVNMLOJNHLFFAI58CA,盧東段,50.74,都市：農
RPSNMLOJNHLFFAI28CA,黑金段,93.00,都市：商
RPSNMLOJNHLFFAI28CA,黑金段,5.00,都市：商
RPPNMLRJNHLFFAI28CA,下埤段,840.20,都市：農
RPVNMLTLNHLFFAI66CA,太平段,18.50,都市：住
RPVNMLTLNHLFFAI66CA,太平段,.80,都市：住
RPTNMLTLNHLFFAI09CA,台斗坑段,10.00,都市：住
RPVNMLNLNHLFFAI88EA,下路頭段,7.61,都市：住
RPWNMLKKNHLFFAI48DA,台斗坑段,15.13,都市：住
RPWNMLKKNHLFFAI48DA,台斗坑段,.01,都市：住
RPPNMLQJNHLFFAI28DA,北社尾段,272.00,都市：住
RPUNMLTJNHLFFAI56EA,長竹段,36.01,都市：住
RPVNMLMLNHLFFAI58CA,短竹段,6.67,都市：住
RPPOMLSLNHLFFAI68CA,育人段,178.28,都市：農
RPPOMLSLNHLFFAI68CA,育人段,815.75,都市：農
RPQNMLRJNHLFFAI38CA,下埤段,1698.47,都市：農
RPQNMLRJNHLFFAI38CA,下埤段,102.62,都市：農
RPPNMLTJNHLFFAI48CA,台斗坑段,15.13,都市：住
RPPNMLTJNHLFFAI48CA,台斗坑段,.01,都市：住
RPTNMLNKNHLFFAI38CA,白川段,135.00,都市：住
RPQOMLQKNHLFFAI48CA,白川段,48.00,都市：住
RPQOMLQKNHLFFAI48CA,白川段,4.00,都市：住
RPQOMLQKNHLFFAI48CA,白川段,8.00,都市：住
RPQNMLMKNHLFFAI97CA,北社尾段保安小段,4.71,都市：住
RPQNMLMKNHLFFAI97CA,北社尾段保安小段,4.71,都市：住
RPVNMLKKNHLFFAI28CA,劉厝段,87.00,都市：住
RPPNMLSLNHLFFAI58CA,湖內段,23.52,都市：住
