鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
桃園區,房地(土地+建物),桃園市桃園區中正路361~390號,0.27,住,,,1050422,土地1建物1車位0,十四層,15,套房(1房1廳1衛),住家用,見其他登記事項,0840926,51.38,0,0,0,無,有,有,6500,127,,0.0,0,,RPVWNLMJNHLFFAH86CC
桃園區,房地(土地+建物),桃園市桃園區安東街31~60號,9.92,住,,,1050420,土地1建物1車位0,六層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0690826,53.49,1,0,0,無,有,有,12000,224,,0.0,0,,RPXWNLMJNHLFFAH07CC
桃園區,房地(土地+建物),桃園市桃園區經國路391~420號,278.89,住,,,1050414,土地1建物1車位0,五層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831026,107.64999999999999,3,2,2,有,有,有,18500,172,,0.0,0,,RPONOLMJNHLFFAH97CC
桃園區,房地(土地+建物),桃園市桃園區寶慶路421~450號,8.05,住,,,1050411,土地1建物1車位0,九層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831005,80.76,2,2,1,有,有,有,13000,161,,0.0,0,,RPPNOLMJNHLFFAH08CC
桃園區,房地(土地+建物),桃園市桃園區宏昌十一街1~30號,11.41,住,,,1050406,土地1建物1車位0,四層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0810630,58.47,1,0,0,無,有,有,7200,123,,0.0,0,,RPQNOLMJNHLFFAH18CC
桃園區,房地(土地+建物),桃園市桃園區國聖一街31~60號,7.46,住,,,1050404,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850217,39.519999999999996,1,1,1,有,有,有,9000,228,,0.0,0,,RPRNOLMJNHLFFAH28CC
桃園區,房地(土地+建物),桃園市桃園區大有路631~660號,6.74,住,,,1050401,土地1建物1車位0,九層,16,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860901,28.82,0,0,0,無,有,有,7000,243,,0.0,0,,RPSNOLMJNHLFFAH38CC
桃園區,房地(土地+建物)+車位,桃園市桃園區寶山街211~240號,16.26,住,,,1050401,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860918,105.92,3,2,1,有,有,有,18000,170,坡道平面,0.0,0,,RPTNOLMJNHLFFAH48CC
桃園區,房地(土地+建物),桃園市桃園區中正路489巷1~30號,25.0,住,,,1050411,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641125,77.64,1,0,0,無,無,有,5500,71,,0.0,0,,RPUNOLMJNHLFFAH58CC
八德區,房地(土地+建物),桃園市八德區中路南街1~30號,18.36,住,,,1050425,土地1建物1車位0,一層,13,店面(店鋪),見其他登記事項,鋼筋混凝土造,1001207,111.1,0,1,1,有,有,無,25000,225,,0.0,0,,RPUNMLMJNHLFFFH88CC
大園區,房地(土地+建物),桃園市大園區致維街31~60號,108.37,住,,,1050501,土地1建物2車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0970822,369.13,4,3,4,有,無,有,26000,70,,0.0,0,,RPVNMLMJNHLFFEH98DC
平鎮區,房地(土地+建物),桃園市平鎮區自由街7巷22弄35衖1~30號,62.12,住,,,1050410,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0871019,115.05,3,2,1,有,無,無,10000,87,,0.0,0,,RPQNMLMJNHLFFGH68DC
八德區,建物,桃園市八德區中正路121~150號,0.0,商,,,1050325,土地0建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030623,167.98000000000002,4,2,2,有,有,無,14000,83,坡道平面,29.67,0,,RPTNMLNJNHLFFFH09EC
八德區,建物,桃園市八德區介壽路二段685巷66弄1~30號,123.01,,鄉村區,乙種建築用地,1050330,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0701008,106.25,3,3,3,有,有,有,6000,56,,0.0,0,,RPOOMLOJNHLFFFH78EC
八德區,建物,桃園市八德區介壽路二段1051~1080號,36.67,,鄉村區,乙種建築用地,1050403,土地0建物0車位0,全,3,透天厝,住商用,加強磚造,0670418,98.28,3,3,3,有,有,有,4500,46,,0.0,0,,RPPOMLOJNHLFFFH88EC
蘆竹區,房地(土地+建物),桃園市蘆竹區南崁路一段271~300號,10.9,工,,,1050416,土地1建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970620,59.0,1,1,1,有,有,有,12000,203,,0.0,0,,RPOOMLOJNHLFFEH58DC
蘆竹區,房地(土地+建物),桃園市蘆竹區南山路一段61~90號,4.25,住,,,1050428,土地1建物1車位0,八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840811,45.91,1,1,1,有,有,有,8000,174,,0.0,0,,RPTOMLOJNHLFFEH09DC
蘆竹區,房地(土地+建物),桃園市蘆竹區忠孝西路182巷1~30號,18.15,住,,,1050425,土地1建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010426,131.49,3,2,2,有,有,有,25000,190,,0.0,0,,RPXOMLOJNHLFFEH86DC
八德區,建物,桃園市八德區中正路121~150號,0.0,商,,,1050409,土地0建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030623,199.69,5,2,3,有,有,有,20000,100,坡道平面,29.67,0,,RPXNMLOJNHLFFFH76CC
楊梅區,建物,桃園市楊梅區金山街301~330號,0.0,住,,,1050417,土地0建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040525,127.66,3,2,2,有,有,有,14000,110,坡道平面,34.25,0,,RPTNMLOJNHLFFDH78CC
楊梅區,建物,桃園市楊梅區金山街298巷31~60號,0.0,住,,,1050412,土地0建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,121.84,3,2,2,有,有,有,11500,94,坡道平面,37.71,0,,RPUNMLOJNHLFFDH88CC
楊梅區,建物,桃園市楊梅區金山街301~330號,0.0,住,,,1050411,土地0建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040525,134.87,3,2,2,有,有,有,14000,104,坡道平面,34.25,0,,RPVNMLOJNHLFFDH98CC
