鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
苓雅區,房地(土地+建物),高雄市苓雅區苓雅區同慶路91~120號,11.8,住,,,1050427,土地1建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930705,167.26,3,2,2,有,有,有,25000,149,,0.0,0,,RPUNMLMJNHLFFBE18CC
三民區,房地(土地+建物),高雄市三民區正忠路211~240號,58.0,住,,,1050419,土地1建物1車位0,一層,4,店面(店鋪),,鋼筋混凝土造,0660426,40.89,0,0,1,有,無,無,18000,440,,0.0,0,,RPQNMLMJNHLFFDE97CC
鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區必忠街31~60號,32.8,住,,,1050426,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810717,214.04,3,2,2,有,有,有,17000,79,坡道機械,0.0,0,,RPOOMLMJNHLFFAE57CC
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過勇路151~180號,12.18,商,,,1050429,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1020620,132.96,3,2,2,有,有,有,21000,158,坡道平面,23.44,0,,RPTNMLMJNHLFFGE58CC
鳳山區,建物,高雄市鳳山區光明路31~60號,0.0,住,,,1050410,土地0建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0820714,209.5,2,4,3,有,無,無,20000,95,,0.0,0,,RPXOMLMJNHLFFGE09CC
仁武區,房地(土地+建物),高雄市仁武區仁雄路391~420號,82.38,住,,,1050428,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0811110,173.12,7,2,5,有,無,無,20000,116,,0.0,0,,RPWNMLMJNHLFFIE09CC
左營區,土地,左北段1561~1590地號,121.0,住,,,1050401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,45000,372,,0.0,0,有地上建物，無保存登記,RPVOMLNJNHLFFEE78CC
三民區,建物,高雄市三民區大昌一路301~330號,29.23,工,,,1050413,土地0建物1車位0,見其他登記事項,13,廠辦,工業用,鋼筋混凝土造,0830208,336.56,0,0,2,有,無,無,40000,119,,0.0,0,租賃層次:B1+1F+2F107.05.15起租金為4.2萬,RPQNMLNJNHLFFDE08CC
三民區,房地(土地+建物),高雄市三民區黃興路211~240號,266.0,住,,,1050429,土地1建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,1011128,129.47,11,5,1,有,無,有,23000,178,,0.0,0,,RPUNMLNJNHLFFDE48CC
三民區,建物,高雄市三民區明誠一路571~600號,0.0,住,,,1050502,土地0建物1車位0,二層,13,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0880625,117.52,4,2,2,有,有,無,15000,128,,0.0,0,店面1+2樓，只租2樓。(謄本-2樓層次面積117.52平方公尺)，租金15000元含管理費,RPVNMLNJNHLFFDE58CC
三民區,房地(土地+建物),高雄市三民區鼎力路181~210號,0.0,住,,,1050423,土地1建物1車位0,全,4,透天厝,,鋼筋混凝土造,0771210,236.72,0,0,0,無,無,無,43000,182,,0.0,0,租客只承租一層+二層+騎樓+地下層，所以未輸入地坪坪數。,RPQOMLNJNHLFFDE18CC
新興區,建物,高雄市新興區仁愛二街121~150號,0.0,商,,,1050429,土地0建物1車位0,一層,5,店面(店鋪),,鋼筋混凝土造,0660730,48.69,0,1,1,有,無,無,13000,267,,0.0,0,,RPVOMLNJNHLFFBE48CC
苓雅區,房地(土地+建物),高雄市苓雅區興中一路98巷1~30號,35.73,住,,,1050501,土地1建物1車位0,一層,2,華廈(10層含以下有電梯),,鋼筋混凝土造,0671111,164.71,3,2,2,有,無,有,15000,91,,0.0,0,,RPWOMLNJNHLFFBE58CC
新興區,房地(土地+建物)+車位,高雄市新興區信守街151~180號,7.19,商,,,1050423,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870803,85.58,2,2,1,有,有,有,14000,164,升降機械,9.24,0,,RPUNMLOJNHLFFBE38CC
新興區,房地(土地+建物),高雄市新興區中山一路271~300號,239.0,商,,,1050410,土地1建物1車位0,全,4,透天厝,,鋼筋混凝土造,0710814,859.51,0,0,0,無,無,無,170000,198,,0.0,0,,RPROMLOJNHLFFBE18CC
新興區,房地(土地+建物),高雄市新興區洛陽街61~90號,16.8,商,,,1050420,土地2建物1車位0,七層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,0751231,148.20999999999998,3,2,2,有,有,無,11000,74,,0.0,0,,RPSOMLOJNHLFFBE28CC
苓雅區,房地(土地+建物),高雄市苓雅區信守街91~120號,7.14,商,,,1050502,土地1建物1車位0,十五層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0890628,142.94,3,2,2,有,有,有,16000,112,,0.0,0,,RPUOMLOJNHLFFBE48CC
三民區,房地(土地+建物)+車位,高雄市三民區皓東路76巷1~30號,8.05,商,,,1050411,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880521,70.03,2,1,1,有,有,無,7000,100,坡道機械,8.45,0,,RPPNMLOJNHLFFDE08CC
三民區,房地(土地+建物),高雄市三民區義華路391~420號,28.98,住,,,1050405,土地1建物1車位0,見其他登記事項,13,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0850410,161.20999999999998,2,2,2,有,無,有,31500,195,,0.0,0,租賃1-3樓,RPQNMLOJNHLFFDE18CC
三民區,房地(土地+建物),高雄市三民區民族一路543巷1~30號,15.96,住,,,1050426,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,286.11,4,2,2,有,有,無,18000,63,,0.0,0,出租人自行出租車位給承租人，約定租金＄2000元。,RPUNMLOJNHLFFDE58CC
岡山區,房地(土地+建物),高雄市岡山區新樂街31~60號,12.95,住,,,1050419,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,1030930,28.34,1,0,1,有,無,無,7500,265,,0.0,0,分租2樓,RPQNMLOJNHLFFFE38CC
