鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
朴子市,房地(土地+建物),嘉義縣朴子市文明南路1~30號,107.0,住,,,1050501,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0640319,100.32,2,2,2,有,無,無,10000,100,,0.0,0,,RPUNMLTJNHLFFBQ47CC
太保市,房地(土地+建物),嘉義縣太保巿祥和二路東段61~90號,176.75,住,,,1050501,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0960208,102.34,4,2,1,有,無,有,8000,78,,0.0,0,,RPTOMLTJNHLFFDQ67CC
朴子市,房地(土地+建物),嘉義縣朴子市祥和三路西段151~180號,184.78,住,,,1050501,土地2建物1車位0,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0970131,100.0,0,0,0,無,無,有,16000,160,,0.0,0,,RPQNMLMKNHLFFBQ09CC
