編號,車位類別,車位價格,車位面積平方公尺
RPURMLNJNHLFFAD28CA,坡道平面,0,32.55
RPTNMLOJNHLFFAD87CA,坡道平面,0,32.55
RPVNMLOJNHLFFAD08CA,坡道平面,0,32.55
RPWNMLOJNHLFFAD18CA,坡道平面,0,27.73
RPQPMLOJNHLFFAD77CA,升降機械,0,10.36
RPUOMLQKNHLFFAD38CA,坡道平面,0,
RPQNMLKLNHLFFAD37CA,坡道平面,0,
RPSOMLRLNHLFFAD38CA,坡道機械,0,
RPTNMLMKNHLFFCD97CA,坡道平面,0,
RPOOMLNKNHLFFCD67CA,升降機械,0,
RPROMLLMNHLFFCD97CA,坡道機械,0,
RPXNMLOJNHLFFER47CA,坡道機械,400000,
RPPNMLNLNHLFFER76CA,其他,0,
RPUNMLQKNHLFFHR77CA,坡道機械,0,
RPWNMLNJNHLFFCD38DA,坡道平面,0,
RPPNMLRKNHLFFER17DA,坡道機械,0,
RPVNMLPJNHLFFHR67CA,坡道機械,0,
RPQNMLPJNHLFFHR17CA,升降機械,250000,12.47
RPTNMLNJNHLFFCD97CA,坡道平面,0,
RPRNMLPJNHLFFAD77CA,坡道平面,0,32.55
RPUNMLPJNHLFFAD08CA,坡道平面,0,27.73
RPTNMLKKNHLFFAD57CA,坡道平面,0,
RPRNMLLKNHLFFAD47CA,坡道機械,0,
RPWPMLPJNHLFFAD48CA,坡道平面,0,32.55
RPOQMLPJNHLFFAD77CA,坡道平面,0,27.73
RPUQMLPJNHLFFAD38CA,坡道平面,0,27.73
RPWQMLPJNHLFFAD58CA,坡道平面,0,27.73
RPXQMLPJNHLFFAD68CA,坡道平面,0,32.55
RPORMLPJNHLFFAD87CA,坡道平面,0,27.73
RPOPMLOJNHLFFAD57CA,升降機械,0,
RPROMLKMNHLFFAD67CA,坡道平面,0,
RPUNMLKKNHLFFCD87CA,坡道機械,0,
RPXNMLPJNHLFFCD68DA,坡道平面,0,
RPUOMLTJNHLFFAD68DA,一樓平面,0,
RPVNMLLMNHLFFHR57CA,升降機械,0,
RPSOMLLKNHLFFHR17CA,一樓平面,0,
RPVNMLNLNHLFFER37CA,一樓平面,0,
RPSOMLPLNHLFFCD38CA,坡道平面,0,23.95
RPVOMLQJNHLFFAD38CA,坡道平面,0,32.55
RPWQMLLMNHLFFAD48CA,升降機械,200000,
RPWQMLLMNHLFFAD48CA,升降機械,200000,
RPXQMLLMNHLFFAD58CA,坡道平面,200000,
RPXQMLLMNHLFFAD58CA,坡道平面,200000,
RPXQMLLMNHLFFAD58CA,升降機械,200000,
RPXQMLLMNHLFFAD58CA,升降機械,200000,
RPUNMLKLNHLFFAD77CA,坡道平面,0,
RPTOMLQKNHLFFAD28CA,坡道平面,0,
RPPRMLSKNHLFFAD38CA,坡道平面,0,
RPPRMLSKNHLFFAD38CA,坡道平面,0,
RPWNMLQJOHLFFBD58CA,坡道機械,0,
RPQNMLQLNHLFFER17CA,坡道平面,0,
RPXNMLTJNHLFFHR28CA,一樓平面,0,26.78
RPPNMLPKNHLFFAD77DA,坡道機械,0,
RPTNMLTJNHLFFHR97DA,坡道平面,0,
RPVOMLLKNHLFFHR57DA,一樓平面,0,
RPRNMLMLNHLFFHR17CA,升降機械,0,9.99
RPQNMLPLNHLFFFR17CA,升降機械,900000,15.92
RPVNMLQJOHLFFCD58CA,坡道平面,0,
RPTOMLLJOHLFFCD97CA,坡道平面,1150000,42.99
