鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
新埔鎮,土地,太平段1051~1080地號,84.2,,山坡地保育區,丙種建築用地,1050408,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,5938,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWOMLNJNHLFFBJ88CA
竹北市,房地(土地+建物),新竹縣竹北市東平里隘口六街100巷1~30號,100.55,住,,,1050411,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1041016,291.55,6,2,4,有,有,26200000,89865,,0.0,0,,RPROMLOJNHLFFBJ48CA
竹北市,房地(土地+建物)+車位,新竹縣竹北市嘉豐五路二段121~150號,36.55,住,,,1050324,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040624,228.62,3,2,2,有,有,16380000,71647,坡道平面,21.85,0,,RPRPMLOJNHLFFBJ58CA
竹北市,房地(土地+建物)+車位,新竹縣竹北市嘉興二街1~30號,29.08,住,,,1050327,土地1建物1車位2,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040901,222.35,3,2,2,有,有,12380000,55678,坡道平面,0.0,0,,RPQNMLSJNHLFFBJ68CA
竹北市,房地(土地+建物)+車位,新竹縣竹北市六家八街1~30號,49.37,住,,,1050406,土地1建物1車位2,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,276.33000000000004,4,2,2,有,有,16000000,57902,坡道平面,0.0,0,,RPQNMLSKNHLFFBJ78CA
竹北市,房地(土地+建物)+車位,新竹縣竹北市興隆路三段181~210號,72.38,住,,,1050114,土地1建物1車位4,八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041214,558.72,4,2,3,有,有,49000000,87700,坡道平面,112.58,0,,RPSNMLOLNHLFFBJ68CA
寶山鄉,土地,洽水段361~390地號,521.77,,山坡地保育區,丙種建築用地,1050412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,有,8170000,15658,,0.0,0,,RPTNMLOJNHLFFCJ68CA
竹東鎮,房地(土地+建物),新竹縣竹東鎮中豐路三段91~120號,14.9,住,,,1050408,土地1建物1車位0,一層，騎樓,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840720,146.9,3,2,2,有,有,6000000,40844,,0.0,0,,RPPNMLRJNHLFFCJ58CA
芎林鄉,土地,水坑壹段271~300地號,22.95,,山坡地保育區,丙種建築用地,1050321,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20000,871,,0.0,0,,RPTNMLTJNHLFFCJ56CA
芎林鄉,土地,金獅段421~450地號,45.92,,特定農業區,甲種建築用地,1050130,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1389000,30248,,0.0,0,,RPPOMLLKNHLFFCJ18CA
竹東鎮,房地(土地+建物),新竹縣竹東鎮富榮街95巷1~30號,85.49,住,,,1050313,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1031225,223.2,4,2,6,有,無,19900000,89158,,0.0,0,,RPUOMLLKNHLFFCJ68CA
五峰鄉,土地,花園段61~90地號,3210.0,,山坡地保育區,農牧用地,1050419,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,312,,0.0,0,,RPTNMLQLNHLFFCJ09CA
寶山鄉,房地(土地+建物),新竹縣寶山鄉寶新路一段61~90號,23.68,住,,,1050405,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820531,120.76,3,2,2,有,有,3350000,27741,,0.0,0,,RPQNMLSLNHLFFCJ98CA
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉建興路一段155巷31~60號,32.24,住,,,1050401,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0910401,141.07999999999998,3,2,2,有,有,4450000,31542,坡道機械,0.0,0,,RPSNMLNJNHLFFDJ58CA
湖口鄉,土地,德興段421~450地號,2766.69,農,,,1050401,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12424930,4491,,0.0,0,,RPUNMLOJNHLFFDJ88CA
新豐鄉,土地,大埔段31~60地號,181.8,住,,,1050401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5280000,29043,,0.0,0,,RPQNMLLMNHLFFDJ48CA
湖口鄉,房地(土地+建物),新竹縣湖口鄉新生一路31~60號,16.83,,工業區,丁種建築用地,1050317,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940115,72.37,3,1,1,有,有,2550000,35236,,0.0,0,,RPWNMLRLNHLFFDJ96CA
新埔鎮,土地,北打鐵坑段大北坑小段121~150地號,1406.0,,山坡地保育區,農牧用地,1050402,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,2134,,0.0,0,,RPSOMLQLNHLFFBJ09DA
北埔鄉,土地,大坪段外大坪小段31~60地號,475.0,,山坡地保育區,農牧用地,1050407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,140000,295,,0.0,0,,RPQOMLPJNHLFFCJ68DA
新豐鄉,土地,永寧段391~420地號,57.17,住,,,1050420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200000,38482,,0.0,0,,RPXNMLOJNHLFFDJ66DA
芎林鄉,土地,上德段1~30地號,400.08,住,,,1050422,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,24008401,60009,,0.0,0,向政府機關承購之案件。,RPTNMLNJNHLFFCJ78EA
竹東鎮,房地(土地+建物),新竹縣竹東鎮惠安街189巷1~30號,157.83,住,,,1050414,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0840531,217.35,4,2,3,有,無,6000000,27605,,0.0,0,,RPRNMLOJNHLFFCJ68EA
新豐鄉,土地,後湖段埔頂小段181~210地號,696.32,,特定農業區,甲種建築用地,1050301,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5890868,8460,,0.0,0,,RPPNMLPJNHLFFDJ58DA
新豐鄉,土地,後湖段埔頂小段91~120地號,262.0,,特定農業區,甲種建築用地,1050301,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2216520,8460,,0.0,0,,RPQNMLPJNHLFFDJ68DA
湖口鄉,房地(土地+建物),新竹縣湖口鄉中山路一段121~150號,9.25,,特定農業區,甲種建築用地,1050421,土地1建物1車位0,五層,六層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0960228,14.09,1,1,1,有,無,1500000,106458,,0.0,0,,RPTNMLQJNHLFFDJ09DA
新豐鄉,房地(土地+建物),新竹縣新豐鄉福陽五街31~60號,67.96,,鄉村區,乙種建築用地,1050216,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1041024,203.67,6,3,5,有,有,9400000,46153,,0.0,0,,RPOOMLRLNHLFFDJ98DA
湖口鄉,房地(土地+建物),新竹縣湖口鄉新生路151~180號,68.89,,工業區,丁種建築用地,1050314,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0940610,188.23,4,2,4,有,無,6600000,35063,,0.0,0,,RPXNMLRLNHLFFDJ07CA
湖口鄉,土地,長威段181~210地號,536.43,,特定農業區,甲種建築用地,1050324,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,16227000,30250,,0.0,0,,RPOOMLKMNHLFFDJ28CA
新豐鄉,房地(土地+建物),新竹縣新豐鄉福陽五街31~60號,67.96,,鄉村區,乙種建築用地,1050216,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,1041024,203.67,6,4,5,有,有,9680000,47528,,0.0,0,,RPTOMLKMNHLFFDJ78CA
湖口鄉,房地(土地+建物),新竹縣湖口鄉天津二街1~30號,22.62,,工業區,丁種建築用地,1050310,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830425,64.75,1,1,1,有,無,3500000,54054,,0.0,0,,RPVNMLRKNHLFFDJ76CA
湖口鄉,房地(土地+建物),新竹縣湖口鄉大智路3巷12弄1~30號,31.4,,工業區,丁種建築用地,1050318,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0801212,93.83,3,2,2,有,無,3000000,31973,,0.0,0,,RPOOMLOJNHLFFDJ38CA
新豐鄉,土地,大埔段1~30地號,249.73,住,,,1050412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6420900,25711,,0.0,0,,RPPNMLOJNHLFFDJ38CA
湖口鄉,土地,三元段1111~1140地號,100.6,住,,,1050114,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3620000,35984,,0.0,0,含增建或未登記建物。,RPQNMLOJNHLFFDJ48CA
湖口鄉,土地,三元段1111~1140地號,110.83,住,,,1050114,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3980000,35911,,0.0,0,含增建或未登記建物。,RPRNMLOJNHLFFDJ58CA
湖口鄉,房地(土地+建物),新竹縣湖口鄉汀州街73巷1~30號,65.25,,工業區,丁種建築用地,1050315,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,0940801,150.58,4,2,3,有,無,7000000,46487,,0.0,0,,RPVOMLKKNHLFFDJ78CA
竹東鎮,土地,東寧段1771~1800地號,184.0,住,,,1050418,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9200000,50000,,0.0,0,,RPOOMLNLNHLFFCJ38CA
尖石鄉,土地,煤源段61~90地號,770.0,,山坡地保育區,農牧用地,1050304,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,92400,120,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVNMLLKNHLFFCJ68CA
竹東鎮,土地,中員段601~630地號,1021.12,,特定農業區,農牧用地,1050412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9420850,9226,,0.0,0,,RPPSMLRKNHLFFCJ56CA
橫山鄉,房地(土地+建物),新竹縣橫山鄉新庄街151~180號,272.91,,鄉村區,乙種建築用地,1050419,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,235.96,4,2,2,有,無,9000000,38142,,0.0,0,,RPQNMLRJNHLFFCJ68CA
寶山鄉,土地,大雅段601~630地號,296.09,,山坡地保育區,丙種建築用地,1050306,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,有,6000000,20264,,0.0,0,,RPPNMLQJNHLFFCJ48CA
橫山鄉,土地,沙坑壹段151~180地號,998.16,,山坡地保育區,農牧用地,1050331,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,634081,635,,0.0,0,,RPWNMLOJNHLFFCJ98CA
橫山鄉,土地,沙坑壹段181~210地號,638.1,,山坡地保育區,農牧用地,1050331,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,405353,635,,0.0,0,,RPXNMLOJNHLFFCJ09CA
橫山鄉,土地,沙坑壹段151~180地號,699.26,,山坡地保育區,農牧用地,1050331,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,444204,635,,0.0,0,,RPPOMLOJNHLFFCJ38CA
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明六路東二段241~270號,43.66,住,,,1050330,土地1建物1車位0,十二層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021126,310.34000000000003,4,2,2,有,有,24650000,86240,坡道平面,52.92,2450000,,RPVNMLLMNHLFFBJ78CA
