編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPVNMLPLNHLFFAM66CA,1,274.44,見其他登記事項,鋼筋混凝土造,104年3月20日,四層,一層 二層 三層 四層 屋頂突出物
RPPNMLOJNHLFFBM48CA,25,21.55,住家用,鋼筋混凝土造,80年9月20日,九層,七層
RPPNMLOJNHLFFBM48CA,25,8.66,見其他登記事項,鋼筋混凝土造,80年9月20日,九層,
RPPNMLOJNHLFFBM48CA,25,4.71,見其他登記事項,鋼筋混凝土造,80年9月20日,十一層,
RPPNMLPJNHLFFBM58CA,36,193.50,住商用,鋼筋混凝土造,68年11月20日,三層,一層 二層 三層 騎樓
RPTNMLPJNHLFFCM09CA,22,107.88,住商用,鋼筋混凝土造,83年5月30日,七層,一層 二層 騎樓
RPTNMLPJNHLFFCM09CA,22,8.64,見其他登記事項,鋼筋混凝土造,83年5月30日,七層,
RPPNMLQJNHLFFDM88CA,19,139.51,住商用,鋼筋混凝土造,86年5月8日,三層,一層 二層 三層 騎樓
RPPNMLPKNHLFFDM88CA,22,43.29,住家用,鋼筋混凝土造,83年5月24日,五層,一層
RPPNMLPKNHLFFDM88CA,22,24.20,見其他登記事項,鋼筋混凝土造,83年5月24日,五層,
RPPNMLPKNHLFFDM88CA,22,43.29,住家用,鋼筋混凝土造,83年5月24日,五層,一層
RPPNMLPKNHLFFDM88CA,22,24.20,見其他登記事項,鋼筋混凝土造,83年5月24日,五層,
RPUNMLQLNHLFFCM86CA,39,114.00,住商用,鋼筋混凝土加強磚造,66年3月25日,二層,一層 二層 騎樓
RPQNMLQJNHLFFAM68CA,19,169.17,住家用,鋼筋混凝土造,86年8月19日,三層,一層 二層 三層 屋頂突出物
RPUNMLQJNHLFFAM09CA,,228.62,見其他登記事項,鋼筋混凝土造,104年11月23日,四層,一層 二層 三層 四層
RPRNMLNKNHLFFAM58CA,22,54.34,住家用,鋼筋混凝土造,83年10月11日,七層,三層
RPRNMLNKNHLFFAM58CA,22,15.52,見其他登記事項,鋼筋混凝土造,83年10月11日,七層,
RPWNMLQJNHLFFBM76CA,34,244.33,住家用,鋼筋混凝土造,71年1月9日,三層,一層 二層 三層
