鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
嘉義市,房地(土地+建物),嘉義市嘉義巿民族路31~60號,19.39,住,,,1050504,土地1建物1車位0,三層,10,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0820203,146.48,0,0,0,無,無,無,28000,191,,0.0,0,,RPSNMLQJNHLFFAI68CC
嘉義市,房地(土地+建物),嘉義市嘉義巿軍輝路91巷1~30號,59.62,住,,,1050420,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0820702,131.13,4,2,2,有,無,有,10000,76,坡道平面,0.0,0,,RPXNMLMKNHLFFAI98DC
嘉義市,房地(土地+建物),嘉義市嘉義巿彌陀路241~270號,10.44,住,,,1050426,土地1建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810508,71.48,2,2,1,有,有,有,8000,112,,0.0,0,,RPOOMLMKNHLFFAI18DC
