編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPPOMLNJNHLFFAU56CA,民意段,2.82,都市：住
RPPOMLNJNHLFFAU56CA,民意段,15.73,都市：住
RPPOMLNJNHLFFAU56CA,民意段,3.17,都市：住
RPUOMLNJNHLFFAU07CA,太昌段,110.00,都市：住
RPOOMLOJNHLFFAU56CA,嘉南段,121.00,都市：住
RPROMLOJNHLFFAU86CA,樹人段,26.26,都市：住
RPROMLOJNHLFFAU86CA,樹人段,89.00,都市：住
RPOPMLOJNHLFFAU66CA,國風段,70.00,都市：商
RPPPMLOJNHLFFAU76CA,福興段,45.00,都市：住
RPOPMLPJNHLFFAU76CA,富國段,10.41,都市：工
RPTNMLTJNHLFFAU47CA,嘉平段,73.00,都市：住
RPXNMLQKNHLFFAU67CA,下崇德段,3930.02,都市：農
RPRNMLLKNHLFFCU76CA,玉璞段,74.00,都市：住
RPRNMLLKNHLFFCU76CA,玉璞段,21.00,都市：住
RPPNMLNKNHLFFCU76CA,富安段,88.32,都市：住
RPPOMLLJOHLFFAU09CA,池南段,1379.84,都市：其他
RPRNMLNLNHLFFAU86CA,自強段,61.00,都市：住
RPVPMLOLNHLFFAU57CA,柏拉腦段,6871.93,非都市：森林區 ; 非都市編定：農牧用地
RPVPMLOLNHLFFAU57CA,柏拉腦段,2587.27,非都市：森林區 ; 非都市編定：農牧用地
RPVPMLOLNHLFFAU57CA,柏拉腦段,4636.99,非都市：森林區 ; 非都市編定：農牧用地
RPVPMLOLNHLFFAU57CA,柏拉腦段,7321.18,非都市：森林區 ; 非都市編定：農牧用地
RPWPMLOLNHLFFAU67CA,柏拉腦段,5616.51,非都市：森林區 ; 非都市編定：農牧用地
RPWPMLOLNHLFFAU67CA,柏拉腦段,1991.64,非都市：森林區 ; 非都市編定：農牧用地
RPWPMLOLNHLFFAU67CA,柏拉腦段,3161.99,非都市：森林區 ; 非都市編定：農牧用地
RPWPMLOLNHLFFAU67CA,柏拉腦段,1417.31,非都市：森林區 ; 非都市編定：農牧用地
RPWPMLOLNHLFFAU67CA,柏拉腦段,2147.78,非都市：森林區 ; 非都市編定：農牧用地
RPVPMLPLNHLFFAU67CA,永興段,93.55,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPPPMLQLNHLFFAU17CA,民勤段,9.65,都市：住
RPQPMLQLNHLFFAU27CA,國風段,72.00,都市：住
RPPNMLMJOHLFFAU09CA,富國段,17.17,都市：住
RPQOMLQKNHLFFAU07CA,國股段,839.08,都市：農
RPTNMLQJNHLFFAU17CA,富國段,8.40,都市：住
RPPNMLPJNHLFFAU66CA,林森段,79.00,都市：住
RPQNMLPJNHLFFAU76CA,廣賢段,54.28,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPVOMLPJNHLFFAU37CA,廣賢段,54.28,非都市：鄉村區 ; 非都市編定：乙種建築用地
RPOOMLQJNHLFFAU76CA,景美段,4620.00,非都市：山坡地保育區 ; 非都市編定：林業用地
RPSNMLQJNHLFFAU07CA,北濱段,443.00,都市：商
RPSNMLQJNHLFFAU07CA,北濱段,32.00,都市：商
RPXOMLTJNHLFFAU97CA,東昌段,71.08,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPXOMLTJNHLFFAU97CA,東昌段,193.12,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPQOMLTJNHLFFAU27CA,民享段,4.02,都市：商
RPROMLNKNHLFFAU86CA,德安段,97.00,都市：住
RPQOMLRKNHLFFAU17CA,榮光段,1442.96,都市：農
RPROMLRKNHLFFAU27CA,光英段,982.42,非都市：一般農業區 ; 非都市編定：農牧用地
RPOOMLLMNHLFFAU56CA,慈惠段,179.69,都市：住
RPTPMLQLNHLFFAU57CA,民生段,26.00,都市：商
RPTPMLQLNHLFFAU57CA,民生段,1.65,都市：商
RPTPMLQLNHLFFAU57CA,民生段,2.33,都市：商
RPTPMLQLNHLFFAU57CA,民生段,.03,都市：其他
