鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
萬丹鄉,土地,新鐘段1441~1470地號,311.0,,鄉村區,乙種建築用地,1050513,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3600000,11576,,0.0,0,含增建或未登記建物。,RPVOMLLJOHLFFAT96CA
萬丹鄉,房地(土地+建物),屏東縣萬丹鄉安和路66巷31~60號,92.0,,特定農業區,甲種建築用地,1050502,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0720413,99.72,3,2,2,有,無,1550000,15544,,0.0,0,,RPWOMLLJOHLFFAT07CA
屏東巿,房地(土地+建物),屏東縣屏東巿復興南路一段376巷89弄1~30號,82.19,,鄉村區,乙種建築用地,1050510,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0831230,199.72,4,2,3,有,無,4400000,22031,,0.0,0,,RPPNMLMJOHLFFAT98CA
屏東巿,房地(土地+建物),屏東縣屏東巿和生路二段262巷1~30號,26.55,住,,,1050513,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720315,73.04,3,1,2,有,無,520000,7119,,0.0,0,,RPUOMLMJOHLFFAT96CA
屏東巿,房地(土地+建物)+車位,屏東縣屏東巿民生東路56巷6弄1~30號,32.98,住,,,1050509,土地2建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830516,116.86000000000001,3,1,2,有,無,2675000,22891,坡道平面,0.0,0,,RPVOMLMJOHLFFAT07CA
屏東巿,房地(土地+建物),屏東縣屏東巿大同北路96巷1~30號,93.5,住,,,1050531,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1001111,169.04,4,2,4,有,無,7250000,42889,,0.0,0,,RPRNMLNJOHLFFAT66CA
萬丹鄉,土地,廣安段361~390地號,459.2,,特定農業區,農牧用地,1050520,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,8711,,0.0,0,,RPVNMLNJOHLFFAT07CA
長治鄉,土地,水源段901~930地號,133.14,,鄉村區,乙種建築用地,1050525,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1301894,9778,,0.0,0,,RPUNMLSJOHLFFAT47CA
長治鄉,土地,繁興段601~630地號,2540.0,,一般農業區,農牧用地,1050523,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2521966,993,,0.0,0,,RPVNMLSJOHLFFAT57CA
屏東巿,房地(土地+建物),屏東縣屏東巿華盛街1~30號,51.8,住,,,1050503,土地1建物2車位0,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0930909,205.76999999999998,2,2,2,有,無,3900000,18953,,0.0,0,,RPTOMLOLOHLFFAT27CA
萬丹鄉,土地,竹林段1261~1290地號,2009.43,,特定農業區,農牧用地,1050501,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5300000,2638,,0.0,0,,RPVNMLRLOHLFFAT67CA
里港鄉,房地(土地+建物),屏東縣里港鄉土庫村北安路1~30號,85.0,,鄉村區,乙種建築用地,1050513,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0830725,160.02,3,2,2,有,無,1700000,10624,,0.0,0,,RPPNMLMJOHLFFBT09CA
