編號,車位類別,車位價格,車位面積平方公尺
RPUOMLLJOHLFFAD87CA,坡道平面,0,
RPXNMLMJOHLFFAD18CA,坡道平面,0,
RPVNMLOJOHLFFAD18CA,坡道機械,0,
RPUPMLNKOHLFFAD28CA,坡道機械,0,
RPPNMLPKOHLFFAD77CA,坡道平面,0,
RPPNMLPKOHLFFAD77CA,坡道平面,0,
RPOOMLOKOHLFFAD67CA,坡道平面,1000000,30.14
RPPOMLOKOHLFFAD77CA,坡道平面,950000,30.14
RPPNMLPKOHLFFBD87CA,一樓平面,0,
RPXNMLOKOHLFFDR57CA,坡道平面,0,18.67
RPRNMLNJOHLFFHR17CA,坡道平面,0,
RPROMLRJOHLFFHR67CA,坡道平面,0,
RPSOMLRJOHLFFHR77CA,坡道平面,0,
RPQNMLMLOHLFFHR17CA,坡道平面,0,
RPPOMLRLOHLFFHR67CA,坡道平面,0,
RPROMLRLOHLFFHR87CA,坡道平面,0,
RPRNMLPLOHLFFAR86CA,升降機械,0,
RPROMLSJOHLFFCD48CA,坡道機械,0,
RPSPMLSJOHLFFCD68CA,坡道平面,0,25.54
RPSPMLSJOHLFFCD68CA,坡道平面,0,25.54
RPWPMLNJOHLFFCD58CA,坡道平面,0,
RPSNMLOJOHLFFCD08CA,坡道平面,1000000,
RPSNMLKLOHLFFAD67CA,坡道平面,0,
RPQNMLKKOHLFFAD37CA,坡道平面,0,
RPPNMLOJOHLFFAD57CA,坡道機械,400000,
RPSOMLOJOHLFFAD97CA,坡道平面,0,
RPVOMLOLOHLFFAD48CA,坡道平面,1050000,30.14
RPRNMLPKOHLFFAD97CA,坡道平面,0,
RPUNMLLLOHLFFAD97CA,坡道平面,950000,30.14
RPUPMLOJOHLFFCD48CA,坡道機械,0,
RPRNMLKLOHLFFHR07CA,坡道平面,0,
RPSOMLRLOHLFFHR97CA,坡道平面,0,
RPWOMLRKOHLFFHR28CA,坡道平面,0,
RPQOMLQJOHLFFAD08DA,坡道平面,0,
RPPNMLRJOHLFFHR37CA,坡道平面,0,
RPQNMLQKOHLFFFR27CA,升降機械,600000,5.97
RPQOMLLLOHLFFDR76CA,坡道平面,220000,23.46
RPQOMLTLOHLFFCD68CA,坡道平面,1000000,40.92
RPSOMLTLOHLFFCD88CA,坡道平面,1150000,42.99
RPSOMLTLOHLFFCD88CA,坡道平面,1050000,42.99
RPTOMLTLOHLFFCD98CA,坡道平面,900000,40.92
RPTOMLQJOHLFFAD28CA,坡道機械,0,
RPVOMLQJOHLFFAD48CA,坡道平面,0,
RPXQMLNKOHLFFAD68CA,坡道平面,0,32.55
RPPRMLNKOHLFFAD97CA,坡道平面,0,32.55
RPRRMLNKOHLFFAD18CA,坡道平面,0,32.55
RPTRMLNKOHLFFAD38CA,坡道平面,0,32.55
RPOSMLNKOHLFFAD97CA,坡道平面,0,32.55
RPPSMLNKOHLFFAD08CA,坡道平面,0,32.55
RPQSMLNKOHLFFAD18CA,坡道平面,0,32.55
RPQPMLNKOHLFFAD87CA,坡道平面,0,27.73
RPSPMLNKOHLFFAD08CA,坡道平面,0,32.55
RPQOMLRJOHLFFAD08CA,坡道平面,0,
RPVNMLNKOHLFFAD18CA,坡道平面,0,32.55
RPWNMLNKOHLFFAD28CA,坡道平面,0,32.55
RPXNMLNKOHLFFAD38CA,坡道平面,0,27.73
RPOPMLRKOHLFFAD08CA,坡道平面,0,
RPTOMLRJOHLFFCD58CA,坡道平面,0,
RPTNMLPKOHLFFCD38CA,坡道平面,0,
RPXNMLKMOHLFFCD48CA,坡道平面,1100000,40.92
RPQOMLKMOHLFFCD87CA,坡道平面,1050000,42.99
RPQPMLRJOHLFFHR67CA,坡道機械,0,
RPUNMLKMOHLFFHR47CA,坡道機械,0,
RPTNMLRLOHLFFHR97CA,坡道平面,0,
RPXNMLPKOHLFFHR08CA,坡道平面,0,
RPQNMLQKOHLFFHR47CA,坡道平面,0,
RPPNMLNKOHLFFBD67CA,一樓平面,0,
RPQQMLNKOHLFFAD97CA,坡道平面,0,32.55
RPSQMLNKOHLFFAD18CA,坡道平面,0,32.55
RPVQMLNKOHLFFAD48CA,坡道平面,0,32.55
RPWQMLNKOHLFFAD58CA,坡道平面,0,32.55
RPTOMLRKOHLFFAD48CA,坡道平面,0,
RPTOMLRKOHLFFAD48CA,坡道平面,0,
RPUOMLRKOHLFFCD78CA,升降機械,0,
RPWOMLRKOHLFFCD98CA,坡道平面,0,
RPWOMLRKOHLFFCD98CA,坡道平面,0,
RPWNMLTKOHLFFCD09CA,坡道平面,0,
RPXNMLKLOHLFFCD38CA,坡道平面,0,
RPXNMLKLOHLFFCD38CA,坡道平面,0,
RPTNMLNLOHLFFCD28CA,坡道平面,0,
RPQNMLMJPHLFFCD77CA,一樓平面,0,
RPUNMLOKOHLFFER37CA,坡道平面,0,
RPPOMLTLOHLFFFR67CA,坡道平面,0,
RPTNMLNKOHLFFER27DA,坡道平面,0,
RPPNMLNKOHLFFHR17DA,坡道平面,0,
RPQNMLOKOHLFFHR27CA,升降機械,0,
RPQNMLOKOHLFFHR27CA,升降機械,0,
RPWOMLQJPHLFFCD88CA,坡道平面,0,
RPQNMLNJPHLFFCD87CA,坡道平面,1050000,42.99
RPSNMLNJPHLFFCD08CA,坡道平面,1000000,40.92
RPTNMLNJPHLFFCD18CA,坡道平面,1100000,40.92
RPTOMLOLOHLFFCD48CA,坡道平面,0,
RPTNMLOKOHLFFAD08CA,坡道平面,0,
RPOOMLPKOHLFFAD77CA,坡道平面,0,
RPOOMLPKOHLFFAD77CA,坡道平面,0,
RPOOMLPKOHLFFAD77CA,其他,0,
RPOOMLPKOHLFFAD77CA,其他,0,
RPUSMLNKOHLFFAD58CA,坡道平面,800000,
RPQPMLRKOHLFFAD28CA,坡道平面,0,
RPWOMLOKOHLFFCD68CA,坡道平面,0,
RPRPMLOJPHLFFCD28CA,坡道平面,1150000,42.99
RPSPMLOJPHLFFCD38CA,坡道平面,1150000,42.99
RPTPMLOJPHLFFCD48CA,坡道平面,1200000,42.99
RPWNMLQKOHLFFFR87CA,坡道平面,0,15.40
RPUOMLPKOHLFFHR87CA,坡道機械,0,
RPXOMLPJPHLFFCD98DA,坡道平面,0,
RPPNMLPKOHLFFHR37DA,坡道平面,0,
RPPNMLKLOHLFFCR09DA,升降機械,0,11.75
RPPNMLKLOHLFFCR09DA,升降機械,0,11.75
RPPNMLKLOHLFFCR09DA,升降機械,0,11.75
RPPOMLPKOHLFFAD97DA,一樓平面,0,
RPPNMLNKPHLFFFR96CA,一樓平面,0,
RPPOMLPKOHLFFCD08CA,坡道平面,0,
RPQNMLRKOHLFFAD08CA,坡道平面,0,
RPOOMLMLOHLFFAD57CA,坡道平面,0,
RPUNMLNLOHLFFAD18CA,坡道機械,0,
