編號,車位類別,車位價格,車位面積平方公尺
RPRNMLLLOHLFFBK48CA,坡道平面,0,
RPPNMLNJOHLFFDK48CA,一樓平面,0,
RPSNMLRJOHLFFDK56CA,一樓平面,0,
RPSNMLRLOHLFFDK76CA,一樓平面,0,
RPTNMLRLOHLFFDK86CA,一樓平面,0,
RPXNMLKMOHLFFDK66CA,坡道平面,800000,
RPOOMLKMOHLFFDK48CA,坡道平面,800000,
RPPNMLOJOHLFFDK58CA,坡道平面,800000,
RPSNMLOKOHLFFBK78CA,一樓平面,900000,20.00
RPUNMLOKOHLFFBK98CA,升降機械,600000,12.00
RPQOMLOKOHLFFBK68CA,升降機械,600000,12.00
RPWNMLOKOHLFFBK56CA,升降機械,600000,12.00
RPXNMLOKOHLFFBK66CA,升降機械,600000,12.00
RPOOMLOKOHLFFBK48CA,升降機械,600000,12.00
RPQPMLOKOHLFFBK78CA,升降機械,600000,12.00
RPRPMLOKOHLFFBK88CA,升降機械,650000,12.00
RPXNMLOJOHLFFDK76CA,坡道平面,710000,
RPWNMLPKOHLFFDK86CA,坡道平面,0,
RPRNMLSJOHLFFDK56CA,坡道平面,800000,
RPWNMLMLOHLFFDK66CA,坡道平面,0,
RPWNMLKMOHLFFDK56CA,坡道平面,0,
RPROMLKMOHLFFDK78CA,坡道平面,0,
RPQNMLOJOHLFFFK88CA,坡道機械,0,
RPVNMLOLOHLFFFK07DA,坡道平面,0,
RPQNMLQJOHLFFFK09CA,坡道平面,0,
RPPNMLNKOHLFFDK58CA,一樓平面,0,
RPVNMLOKOHLFFBK09CA,升降機械,600000,12.00
RPTNMLOKOHLFFBK88CA,升降機械,650000,12.00
RPQNMLLLOHLFFFK78CA,坡道平面,850000,26.43
RPRNMLLLOHLFFFK88CA,坡道平面,800000,26.43
RPQNMLSJOHLFFFK66CA,一樓平面,450000,13.90
RPPOMLQKOHLFFDK98CA,一樓平面,0,
RPPOMLQKOHLFFDK98CA,一樓平面,0,
RPXNMLNLOHLFFBK66CA,坡道平面,0,
RPROMLOKOHLFFBK78CA,升降機械,650000,12.00
RPPPMLOKOHLFFBK68CA,一樓平面,900000,20.00
RPPNMLPLOHLFFBK68CA,坡道平面,0,
RPUPMLMLOHLFFBK09CA,坡道平面,0,
RPVPMLMLOHLFFBK56CA,坡道平面,0,
RPWPMLMLOHLFFBK66CA,坡道平面,0,
RPXPMLMLOHLFFBK76CA,坡道平面,0,
RPPQMLMLOHLFFBK68CA,坡道平面,0,
RPQQMLMLOHLFFBK78CA,坡道平面,0,
RPPNMLNLOHLFFBK48CA,升降機械,0,29.37
RPQNMLKMOHLFFFK78CA,坡道機械,0,
RPUNMLPKOHLFFDK66CA,坡道平面,0,
RPWOMLLLOHLFFBK09CA,坡道平面,780000,4.28
RPSNMLMLOHLFFDK88CA,坡道平面,0,
RPSNMLLLOHLFFDK78CA,坡道平面,800000,
RPRNMLPKPHLFFDK09CA,坡道平面,800000,
RPVNMLPKOHLFFFK96CA,坡道平面,900000,26.43
RPPNMLRKOHLFFFK56CA,一樓平面,0,
RPPOMLKMOHLFFDK58CA,坡道平面,800000,
RPRNMLLLOHLFFDK68CA,坡道平面,800000,
RPVNMLLLOHLFFDK09CA,坡道平面,900000,
RPOOMLLLOHLFFDK48CA,坡道平面,800000,
