編號,車位類別,車位價格,車位面積平方公尺
RPTNMLQKOHLFFBG68CA,坡道平面,0,
RPQNMLQJOHLFFBG48EA,坡道平面,0,
RPXNMLNJOHLFFAG78EA,坡道平面,0,
RPTOMLPKOHLFFBG68CA,坡道平面,0,30.83
RPVOMLNLOHLFFBG78CA,坡道平面,0,
RPRNMLSJOHLFFAG48CA,升降機械,0,
RPTOMLQJOHLFFAG58CA,一樓平面,0,
RPRPMLPKOHLFFAG48CA,坡道機械,0,
RPUNMLRKOHLFFAG78CA,坡道平面,0,
RPROMLQKOHLFFAG48CA,坡道平面,0,
RPVNMLQJPHLFFAG78CA,坡道平面,0,
