鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
東區,建物,臺南市東區大同路二段601~630號,0.0,商,,,1050516,土地0建物1車位0,九層,22,辦公商業大樓,商業用,鋼筋混凝土造,0790917,174.89,0,0,0,無,無,無,18000,103,,0.0,0,,RPXOMLLJOHLFFCD58CC
東區,建物,臺南市東區崇明十街1~30號,20.56,,,,1050601,土地0建物1車位0,一層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0870220,97.5,1,2,2,有,無,有,18000,185,,0.0,0,,RPSOMLMJOHLFFCD18CC
安南區,房地(土地+建物),臺南市安南區培安路481~510號,160.73,住,,,1050602,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0961003,453.42,5,2,7,有,無,有,55000,121,,0.0,0,,RPOOMLMJOHLFFBD67CC
永康區,建物,臺南市永康區大武街71巷1~30號,0.0,住,,,1050528,土地0建物1車位0,二層,16,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0840523,83.9,2,1,2,有,無,有,7500,89,,0.0,0,1.合約書無填具土地租賃面積.2.由所有權人提供出租資訊3.實際租賃樓層為:2+3F,RPQNMLMJOHLFFHR17CC
佳里區,土地,六安段421~450地號,312.67,農,,,1050528,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,40000,128,,0.0,0,,RPUNMLMJOHLFFDR27DC
官田區,土地,番子田段391~420地號,99.0,住,,,1050601,土地3建物0車位0,,,其他,,,,0.0,3,0,0,有,無,無,4500,45,,0.0,0,平房無保存登記含增建或未登記建物。,RPPNMLNJOHLFFCR66CC
仁德區,房地(土地+建物),臺南市仁德區中正路一段511~540號,1205.42,,工業區,丁種建築用地,1050524,土地1建物1車位0,見其他登記事項,3,廠辦,住工用,鋼造,0871218,1070.67,0,0,0,無,無,無,115000,107,,0.0,0,,RPQNMLNJOHLFFFR07CC
安平區,房地(土地+建物),臺南市安平區永華六街22巷1~30號,93.0,住,,,1050527,土地1建物1車位0,全,5,透天厝,住家用,鋼筋混凝土造,0971106,267.27,4,3,5,有,無,有,35000,131,,0.0,0,,RPPOMLNJOHLFFAD77CC
中西區,土地,新美段181~210地號,51.7,商,,,1050602,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,20000,387,,0.0,0,,RPUNMLOJOHLFFAD28CC
北區,建物,臺南市北區開元路68巷1~30號,0.0,住,,,1050514,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0700521,158.85,4,1,3,有,無,無,13000,82,,0.0,0,,RPROMLOJOHLFFAD08CC
