鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
花蓮市,房地(土地+建物),花蓮縣花蓮巿中山路541~570號,87.0,住,,,1050601,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0750708,246.45,3,3,3,有,無,有,30000,122,,0.0,0,,RPXNMLLJOHLFFAU37CC
花蓮市,房地(土地+建物),花蓮縣花蓮巿國聯五路1~30號,1.01,商,,,1050601,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761104,51.129999999999995,2,1,1,有,無,無,8000,156,,0.0,0,,RPTOMLMJOHLFFAU17CC
花蓮市,房地(土地+建物),花蓮縣花蓮巿長安街1~30號,5.7,住,,,1050601,土地1建物1車位0,十層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851029,56.78,1,0,1,有,有,有,8500,150,,0.0,0,,RPUOMLMJOHLFFAU27CC
新城鄉,房地(土地+建物),花蓮縣新城鄉嘉北一街5巷1~30號,45.0,農,,,1050529,土地1建物1車位0,見其他登記事項,1,其他,住家用,磚造,0800204,29.26,1,1,1,有,無,有,7000,239,,0.0,0,,RPOOMLNJOHLFFAU76CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉全民街61~90號,54.28,,鄉村區,乙種建築用地,1050517,土地1建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880414,142.13,3,2,1,有,無,無,16000,113,,0.0,0,,RPPNMLQJOHLFFAU27EC
花蓮市,房地(土地+建物),花蓮縣花蓮巿和平路361~390號,8.03,商,,,1050511,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830315,92.59,2,1,1,有,有,有,13000,140,,0.0,0,,RPWOMLSJOHLFFAU08CC
花蓮市,房地(土地+建物),花蓮縣花蓮巿民權路91~120號,60.8,住,,,1050510,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0770620,197.66,1,1,1,有,無,無,8000,40,,0.0,0,,RPXOMLSJOHLFFAU18CC
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉安路一段61~90號,156.0,住,,,1050613,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住家用,鋼筋混凝土造,0650714,281.52,4,3,3,有,無,有,22000,78,,0.0,0,,RPROMLOKOHLFFAU27CC
花蓮市,房地(土地+建物),花蓮縣花蓮巿中華路331~360號,72.0,住,,,1050608,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0921128,136.12,2,2,3,有,無,有,22000,162,,0.0,0,,RPTNMLOKOHLFFAU47DC
花蓮市,房地(土地+建物),花蓮縣花蓮巿和平路451~480號,41.2,住,,,1050531,土地1建物1車位0,三層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,0840608,161.45,0,0,0,無,無,無,15000,93,,0.0,0,,RPUNMLOKOHLFFAU57DC
花蓮市,房地(土地+建物),花蓮縣花蓮巿民權三街1~30號,88.0,住,,,1050601,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0760520,186.67,0,0,0,無,無,有,17000,91,,0.0,0,,RPROMLPKOHLFFAU37CC
