編號,車位類別,車位價格,車位面積平方公尺
RPXPMLMJOHLFFAF58CA,坡道平面,1550000,34.91
RPPOMLOJOHLFFAF87CA,坡道機械,1600000,19.40
RPUOMLLLOHLFFAF28CA,坡道平面,2000000,35.61
RPWSMLLJOHLFFBF78CA,坡道平面,0,
RPWSMLLJOHLFFBF78CA,坡道平面,0,
RPRVMLLJOHLFFBF58CA,坡道平面,0,
RPSVMLLJOHLFFBF68CA,坡道平面,0,
RPWTMLMJOHLFFBF98CA,坡道平面,0,17.52
RPRNMLNJOHLFFBF97CA,坡道平面,0,
RPVOMLOJOHLFFBF58CA,坡道平面,0,48.13
RPOQMLOJOHLFFBF08CA,坡道機械,0,29.79
RPXOMLNJOHLFFBF68CA,坡道平面,0,
RPUNMLOKOHLFFBF48CA,坡道平面,1200000,37.93
RPOOMLPKOHLFFBF08CA,坡道平面,0,28.43
RPTOMLKLOHLFFBF18CA,坡道平面,2000000,32.31
RPUNMLLLOHLFFBF28CA,坡道平面,0,32.31
RPRNMLMLOHLFFBF08CA,坡道平面,2050000,47.78
RPRNMLMLOHLFFBF08CA,坡道平面,2050000,47.78
RPRNMLMLOHLFFBF08CA,坡道平面,0,47.78
RPSNMLMLOHLFFBF18CA,坡道平面,2200000,47.78
RPXNMLMJOHLFFCF58CA,坡道平面,0,
RPXNMLMJOHLFFCF58CA,坡道平面,0,
RPXNMLMJOHLFFCF58CA,坡道平面,0,
RPXNMLMJOHLFFCF58CA,坡道平面,0,
RPXNMLMJOHLFFCF58CA,坡道平面,0,
RPXNMLMJOHLFFCF58CA,坡道平面,0,
RPXNMLMJOHLFFCF58CA,坡道平面,0,
RPXNMLMJOHLFFCF58CA,坡道平面,0,
RPPPMLMJOHLFFDF08CA,坡道平面,0,
RPXOMLNKPHLFFDF09CA,坡道平面,500000,34.87
RPTQMLLJOHLFFEF58CA,坡道平面,0,30.04
RPTQMLLJOHLFFEF58CA,坡道平面,0,30.04
RPUQMLLJOHLFFEF68CA,坡道平面,1200000,30.04
RPVQMLLJOHLFFEF78CA,坡道平面,1300000,30.04
RPVQMLLJOHLFFEF78CA,坡道平面,0,30.04
RPWQMLLJOHLFFEF88CA,坡道平面,0,30.04
RPWQMLLJOHLFFEF88CA,坡道平面,0,30.04
RPORMLLJOHLFFEF18CA,坡道平面,0,30.04
RPORMLLJOHLFFEF18CA,坡道平面,0,25.92
RPSNMLOJPHLFFEF58CA,坡道平面,2400000,30.04
RPSNMLOJPHLFFEF58CA,坡道平面,0,30.04
RPROMLNJOHLFFGF58CA,升降機械,2000000,13.81
RPTNMLPJOHLFFGF88CA,坡道平面,1900000,31.45
RPUNMLPJOHLFFGF98CA,坡道平面,1900000,31.45
RPPOMLRJOHLFFGF78CA,坡道平面,0,19.91
RPSOMLRJOHLFFGF09CA,坡道平面,0,32.76
RPTOMLNLOHLFFGF98CA,坡道平面,0,40.11
RPVRMLMJOHLFFHF66CA,升降機械,0,20.27
RPVNMLPJOHLFFHF56CA,坡道平面,2400000,19.87
RPQPMLQJOHLFFHF98CA,坡道機械,0,
RPPOMLRJOHLFFHF88CA,坡道機械,0,
RPSPMLLJOHLFFIF78CA,坡道平面,0,39.78
RPRPMLNJOHLFFIF88CA,坡道平面,0,
RPUNMLOKOHLFFIF56CA,坡道平面,0,34.80
RPROMLOKOHLFFIF98CA,升降平面,1150000,33.14
RPSOMLOKOHLFFIF09CA,升降平面,1200000,35.20
RPWPMLMJOHLFFAF58DA,坡道機械,0,23.40
RPUUMLMJOHLFFBF98DA,坡道平面,0,34.55
RPOQMLNJOHLFFBF08DA,坡道平面,0,
RPWSMLRJOHLFFBF86DA,坡道平面,0,
RPPPNLRJOHLFFBF58DA,坡道平面,0,27.94
RPTOMLSJOHLFFBF88DA,坡道平面,2350000,39.41
RPTOMLSJOHLFFBF88DA,坡道平面,2250000,33.99
RPUOMLSJOHLFFBF98DA,坡道平面,2250000,39.41
RPSQMLRJOHLFFHF86DA,坡道機械,1500000,27.70
RPROMLMJOHLFFIF78DA,坡道平面,0,26.09
RPSOMLLJOHLFFAF08EA,坡道平面,2300000,22.02
RPTOMLLJOHLFFAF18EA,坡道平面,2300000,22.02
RPUOMLLJOHLFFAF28EA,坡道平面,2300000,22.02
RPWNMLMJOHLFFBF58EA,坡道平面,1200000,28.43
RPVOMLMJOHLFFBF58EA,坡道平面,0,
RPTSMLOJPHLFFEF76EA,坡道平面,0,31.45
RPUSMLOJPHLFFEF86EA,坡道平面,0,14.96
RPUSMLOJPHLFFEF86EA,坡道平面,0,14.96
RPOTMLOJPHLFFEF98EA,坡道平面,800000,35.33
RPVQMLRLOHLFFEF17EA,坡道平面,0,37.77
RPSQMLSJOHLFFEF76EA,坡道平面,0,42.11
RPQNMLMKPHLFFAF08EA,升降平面,0,32.71
RPQNMLNJOHLFFAF97EA,坡道平面,0,28.94
RPWNMLOJOHLFFIF76DA,坡道平面,0,27.81
RPQTMLMJOHLFFHF09DA,坡道平面,0,36.65
RPQOMLSJOHLFFGF09DA,坡道平面,0,39.48
RPQNMLNJOHLFFGF48DA,坡道平面,1170000,36.36
RPTPMLNJOHLFFGF98DA,坡道機械,0,
RPPNMLPJOHLFFGF58DA,坡道平面,0,37.46
RPOTMLRJOHLFFBF78DA,坡道平面,0,36.93
RPOPNLQJOHLFFBF38DA,坡道平面,0,29.73
RPOPNLQJOHLFFBF38DA,坡道平面,0,29.73
RPOOMLPJOHLFFAF97DA,坡道平面,0,36.74
RPRQMLMJOHLFFAF18DA,坡道平面,0,36.65
RPRQMLMJOHLFFAF18DA,坡道平面,0,36.65
RPSNMLNJOHLFFAF08DA,升降機械,0,
RPQPMLLKPHLFFIF78CA,坡道平面,450000,16.45
RPPPMLNLOHLFFIF88CA,坡道平面,0,29.80
RPTNMLRKOHLFFIF76CA,坡道平面,0,13.83
RPWOMLNJOHLFFIF66CA,坡道平面,0,47.00
RPVNMLLJPHLFFHF88CA,升降機械,1700000,6.87
RPSPMLQJOHLFFHF56CA,升降機械,0,12.20
RPQOMLSJOHLFFHF09CA,坡道機械,2000000,15.06
RPQOMLSJOHLFFHF09CA,坡道機械,2000000,15.06
RPROMLRLOHLFFGF56CA,升降平面,1000000,28.42
RPSOMLRLOHLFFGF66CA,升降平面,1100000,28.42
RPOQMLLLOHLFFGF48CA,坡道平面,0,43.75
RPWOMLNJOHLFFGF09CA,坡道平面,0,
RPWOMLNJOHLFFGF09CA,坡道平面,0,
RPQOMLNJOHLFFGF48CA,坡道平面,0,
RPQOMLNJOHLFFGF48CA,坡道平面,0,
RPXPMLMJOHLFFGF56CA,升降平面,1100000,34.40
RPTNMLLJPHLFFEF38CA,坡道平面,0,35.33
RPUNMLOLOHLFFEF88CA,坡道平面,1450000,30.36
RPSNMLTKOHLFFEF09CA,坡道平面,1000000,34.39
RPWQMLLLOHLFFEF09CA,坡道平面,0,43.27
RPUNMLRKOHLFFDF98CA,坡道平面,0,
RPXPMLKLOHLFFDF88CA,坡道平面,0,
RPPOMLSJOHLFFDF58CA,坡道平面,0,33.22
RPSNMLTLOHLFFCF98CA,坡道平面,1700000,31.69
RPUNMLTLOHLFFCF56CA,坡道平面,1700000,31.69
RPUNMLNKOHLFFCF48CA,坡道平面,0,
RPQNMLMLOHLFFBF97CA,坡道平面,1650000,58.47
RPWRMLSLOHLFFBF96CA,坡道平面,1900000,39.97
RPPNMLRLOHLFFBF38CA,坡道平面,2140000,39.97
RPQNMLRLOHLFFBF48CA,坡道平面,2220000,39.97
