編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPQNMLLJOHLFFCA47CC,長安段四小段,.00,都市：商
RPWNMLLJOHLFFCA08CC,吉林段四小段,.00,都市：商
RPXNMLLJOHLFFCA18CC,吉林段五小段,.00,都市：商
RPOOMLLJOHLFFCA37CC,潭美段五小段,.00,都市：其他
RPPOMLLJOHLFFCA47CC,中山段一小段,.00,都市：商
RPPOMLLJOHLFFCA47CC,中山段一小段,.00,都市：商
RPSOMLLJOHLFFCA77CC,西湖段四小段,.00,都市：其他
RPVOMLLJOHLFFCA08CC,石潭段四小段,281.58,都市：商
RPWOMLLJOHLFFCA18CC,長安段一小段,.00,都市：商
RPXOMLLJOHLFFCA28CC,德惠段四小段,.00,都市：商
RPOPMLLJOHLFFCA47CC,中山段一小段,.00,都市：商
RPPPMLLJOHLFFCA57CC,金泰段,.00,都市：商
RPRPMLLJOHLFFCA77CC,吉林段二小段,.00,都市：住
RPSPMLLJOHLFFCA87CC,長安段三小段,.00,都市：住
RPVPMLLJOHLFFCA18CC,中山段三小段,.00,都市：商
RPPQMLLJOHLFFCA67CC,東湖段七小段,71.06,都市：住
RPPNMLLJOHLFFDA47CC,信義段四小段,.00,都市：商
RPQNMLLJOHLFFDA57CC,信義段三小段,.00,都市：住
RPSNMLLJOHLFFDA77CC,敦化段五小段,.00,都市：住
RPTNMLLJOHLFFDA87CC,信義段四小段,.00,都市：商
RPVNMLLJOHLFFDA08CC,寶清段二小段,.00,都市：商
RPXNMLLJOHLFFDA28CC,西松段二小段,.00,都市：商
RPOOMLLJOHLFFDA47CC,經貿段,.00,都市：住
RPROMLLJOHLFFDA77CC,中南段二小段,.00,都市：住
RPROMLLJOHLFFDA77CC,中南段二小段,.00,都市：住
RPUOMLLJOHLFFDA08CC,經貿段,.00,都市：住
RPOPMLLJOHLFFDA57CC,延吉段一小段,.00,都市：住
RPXNMLLJOHLFFEA38CC,大業段四小段,.00,都市：工
RPOOMLLJOHLFFEA57CC,大業段四小段,.00,都市：工
RPQOMLLJOHLFFEA77CC,大業段四小段,.00,都市：工
RPROMLLJOHLFFEA87CC,文林段四小段,.00,都市：商
RPSOMLLJOHLFFEA97CC,大業段四小段,.00,都市：工
RPTOMLLJOHLFFEA08CC,大業段四小段,.00,都市：工
RPUOMLLJOHLFFEA18CC,大業段四小段,.00,都市：工
RPVOMLLJOHLFFEA28CC,大業段四小段,.00,都市：工
RPXOMLLJOHLFFEA48CC,光華段三小段,.00,都市：商
RPOPMLLJOHLFFEA67CC,芝蘭段一小段,623.26,都市：住
RPQQMLLJOHLFFEA97CC,三玉段五小段,.00,都市：商
RPXQMLLJOHLFFEA68CC,立農段三小段,.00,都市：住
RPPNMLLJOHLFFFA67CC,懷生段三小段,.00,非都市： ; 非都市編定：
RPQNMLLJOHLFFBA37CC,市府段一小段,.00,都市：住
RPRNMLLJOHLFFBA47CC,臨沂段一小段,.00,都市：商
RPRNMLLJOHLFFBA47CC,臨沂段一小段,.00,都市：商
RPUNMLLJOHLFFBA77CC,市府段一小段,.00,都市：其他
RPWNMLLJOHLFFBA97CC,大同段二小段,.00,都市：商
RPWNMLLJOHLFFBA97CC,大同段二小段,.00,都市：商
RPXNMLLJOHLFFBA08CC,公園段二小段,.00,都市：商
RPXNMLLJOHLFFBA08CC,公園段二小段,.00,都市：商
RPROMLLJOHLFFBA57CC,大同段二小段,.00,都市：商
RPPNMLLJOHLFFAA17CC,南海段二小段,.00,都市：商
RPVNMLLJOHLFFAA77CC,河堤段四小段,.00,都市：住
RPPNMLMJOHLFFBA37CC,市府段一小段,.00,都市：商
RPRNMLMJOHLFFBA57CC,玉泉段一小段,.00,都市：商
RPQOMLMJOHLFFBA57CC,延平段一小段,113.00,都市：商
RPPNMLMJOHLFFFA77CC,懷生段二小段,.00,都市：住
RPTNMLMJOHLFFFA18CC,學府段三小段,.00,非都市： ; 非都市編定：
RPPOMLMJOHLFFFA87CC,復興段三小段,.00,都市：住
RPROMLMJOHLFFFA08CC,仁愛段二小段,.00,非都市： ; 非都市編定：
RPXNMLMJOHLFFDA38CC,民生段,.00,都市：商
RPPOMLMJOHLFFDA67CC,雅祥段一小段,.00,都市：商
RPVOMLMJOHLFFDA28CC,中南段二小段,.00,都市：其他
RPWOMLMJOHLFFDA38CC,中南段二小段,34.80,都市：其他
RPPNMLMJOHLFFCA47CC,長安段三小段,.00,都市：商
RPSQMLMJOHLFFCA08CC,德惠段四小段,.00,都市：商
RPTQMLMJOHLFFCA18CC,吉林段四小段,.00,都市：商
RPPRMLMJOHLFFCA87CC,中山段三小段,.00,都市：商
RPRRMLMJOHLFFCA08CC,正義段二小段,.00,都市：商
RPSRMLMJOHLFFCA18CC,德惠段二小段,.00,都市：住
RPSRMLMJOHLFFCA18CC,德惠段二小段,.00,都市：住
RPURMLMJOHLFFCA38CC,文德段五小段,.00,都市：工
RPRSMLMJOHLFFCA18CC,金泰段,.00,都市：商
RPUPMLNJOHLFFCA28CC,長安段四小段,.00,都市：住
RPSQMLNJOHLFFCA18CC,正義段二小段,.00,都市：商
RPUQMLNJOHLFFCA38CC,西湖段四小段,.00,都市：工
RPRRMLNJOHLFFCA18CC,正義段四小段,.00,都市：商
RPSRMLNJOHLFFCA28CC,舊宗段,.00,都市：工
RPTNMLNJOHLFFDA08CC,逸仙段二小段,23.76,都市：住
RPXNMLNJOHLFFDA48CC,延吉段三小段,41.25,都市：住
RPOOMLNJOHLFFDA67CC,民生段,.00,都市：住
RPOOMLNJOHLFFDA67CC,民生段,.00,都市：其他
RPTOMLNJOHLFFDA18CC,信義段五小段,.00,都市：其他
RPTNMLNJOHLFFFA28CC,學府段四小段,.00,都市：商
RPVNMLNJOHLFFFA48CC,仁愛段一小段,.00,都市：住
RPWNMLNJOHLFFFA58CC,懷生段一小段,.00,都市：住
RPOOMLNJOHLFFFA87CC,復興段二小段,.00,都市：住
RPPOMLNJOHLFFFA97CC,學府段一小段,.00,都市：商
RPROMLNJOHLFFFA18CC,仁愛段六小段,.00,都市：商
RPROMLNJOHLFFFA18CC,仁愛段六小段,.00,都市：商
RPVOMLNJOHLFFFA58CC,通化段六小段,.00,都市：住
RPTOMLNJOHLFFBA97CC,市府段一小段,.00,都市：其他
RPUNMLNJOHLFFAA87CC,萬慶段二小段,.00,都市：商
RPUNMLNJOHLFFAA87CC,萬慶段二小段,.00,都市：商
RPUNMLNJOHLFFAA87CC,萬慶段二小段,.00,都市：其他
RPQRMLNJOHLFFCA18DC,碧湖段四小段,1449.00,都市：住
RPRNMLNJOHLFFEA08DC,大業段五小段,.00,都市：住
RPRNMLNJOHLFFEA08DC,大業段五小段,.00,都市：住
RPQNMLOJOHLFFBA67CC,臨沂段三小段,.00,都市：住
RPQNMLOJOHLFFBA67CC,臨沂段三小段,.00,都市：住
RPUNMLOJOHLFFBA08CC,中正段二小段,.00,都市：住
RPRNMLOJOHLFFFA18CC,復興段二小段,.00,都市：商
RPRNMLOJOHLFFFA18CC,復興段二小段,.00,都市：商
RPTNMLOJOHLFFFA38CC,懷生段一小段,.00,都市：商
RPVNMLOJOHLFFFA58CC,瑞安段三小段,.00,都市：住
RPWNMLOJOHLFFFA68CC,通化段二小段,.00,都市：商
RPXNMLOJOHLFFFA78CC,瑞安段二小段,.00,都市：住
RPPNMLOJOHLFFDA77CC,逸仙段三小段,.00,都市：商
RPUNMLOJOHLFFDA28CC,民生段,.00,都市：住
RPPOMLOJOHLFFDA87CC,永春段三小段,.00,都市：住
RPQOMLOJOHLFFEA08CC,三玉段一小段,.00,都市：住
RPVOMLOJOHLFFEA58CC,天母段三小段,.00,都市：住
RPXOMLOJOHLFFEA78CC,三合段,.00,都市：住
RPRNMLOJOHLFFCA87CC,碧湖段四小段,.00,都市：其他
RPUNMLOJOHLFFCA18CC,金泰段,.00,都市：商
RPVNMLOJOHLFFCA28CC,吉林段四小段,.00,都市：住
RPVNMLOJOHLFFCA28CC,吉林段四小段,.00,都市：住
RPROMLOJOHLFFCA97CC,長安段二小段,.00,都市：商
RPSNMLPJOHLFFDA18CC,西松段一小段,.00,都市：住
RPXNMLQJOHLFFDA78CC,福德段三小段,.00,都市：住
RPQOMLQJOHLFFDA18CC,敦化段五小段,.00,都市：住
RPOPMLQJOHLFFDA08CC,逸仙段二小段,.00,都市：工
RPOPMLQJOHLFFDA08CC,逸仙段二小段,.00,都市：工
RPQPMLQJOHLFFDA28CC,玉成段三小段,.00,都市：商
RPWNMLQJOHLFFEA78CC,芝蘭段四小段,.00,都市：住
RPROMLQJOHLFFEA38CC,行義段三小段,.00,都市：住
RPSOMLQJOHLFFEA48CC,振興段四小段,.00,都市：住
RPQNMLQJOHLFFCA97CC,石潭段四小段,.00,都市：商
RPUNMLQJOHLFFCA38CC,長安段一小段,.00,都市：商
RPWNMLQJOHLFFCA58CC,中山段一小段,.00,都市：商
RPOOMLQJOHLFFCA87CC,吉林段四小段,.00,都市：商
RPQOMLQJOHLFFCA08CC,吉林段三小段,.00,都市：商
RPTPMLQJOHLFFCA48CC,潭美段五小段,24.33,都市：其他
RPWPMLQJOHLFFCA78CC,長春段一小段,.00,都市：商
RPXPMLQJOHLFFCA88CC,中山段一小段,.00,都市：商
RPTNMLQJOHLFFFA58CC,仁愛段二小段,.00,非都市： ; 非都市編定：
RPVNMLQJOHLFFFA78CC,瑞安段二小段,.00,都市：商
RPXNMLQJOHLFFFA98CC,復興段三小段,.00,都市：住
RPRNMLQJOHLFFBA97CC,臨沂段三小段,.00,都市：住
RPUNMLQJOHLFFAA18CC,南海段三小段,.00,都市：商
RPOOMLRJOHLFFAA77CC,景美段二小段,.00,都市：住
RPOOMLRJOHLFFAA77CC,景美段二小段,.00,都市：住
RPOOMLRJOHLFFAA77CC,景美段二小段,.00,都市：住
RPOOMLRJOHLFFAA77CC,景美段二小段,.00,都市：住
RPOOMLRJOHLFFAA77CC,景美段二小段,.00,都市：住
RPOOMLRJOHLFFBA87CC,萬大段二小段,.00,都市：住
RPQNMLRJOHLFFFA38CC,大安段一小段,.00,都市：商
RPSNMLRJOHLFFFA58CC,通化段一小段,.00,都市：商
RPUNMLRJOHLFFFA78CC,復興段一小段,.00,都市：商
RPVNMLRJOHLFFFA88CC,通化段六小段,.00,都市：住
RPWNMLRJOHLFFFA98CC,仁愛段二小段,.00,都市：商
RPWNMLRJOHLFFFA98CC,仁愛段二小段,.00,都市：商
RPWNMLRJOHLFFFA98CC,仁愛段二小段,.00,都市：商
RPWNMLRJOHLFFFA98CC,仁愛段二小段,.00,都市：商
RPXNMLRJOHLFFFA09CC,仁愛段二小段,.00,都市：住
RPXNMLRJOHLFFFA09CC,仁愛段二小段,.00,都市：住
RPOOMLRJOHLFFFA28CC,懷生段二小段,.00,都市：商
RPSNMLRJOHLFFCA28CC,吉林段三小段,.00,都市：商
RPUNMLRJOHLFFCA48CC,正義段二小段,.00,都市：商
RPXNMLRJOHLFFCA78CC,吉林段四小段,.00,都市：商
RPOOMLRJOHLFFCA97CC,中山段三小段,.00,都市：商
RPPOMLRJOHLFFCA08CC,正義段一小段,.00,都市：商
RPQOMLRJOHLFFCA18CC,中山段二小段,.00,都市：商
RPROMLRJOHLFFCA28CC,吉林段四小段,.00,都市：商
RPTOMLRJOHLFFCA48CC,榮星段五小段,.00,都市：住
RPVOMLRJOHLFFCA68CC,正義段一小段,.00,都市：商
RPPPMLRJOHLFFCA18CC,西湖段一小段,.00,都市：住
RPXPMLRJOHLFFCA98CC,長安段二小段,.00,都市：住
RPOQMLRJOHLFFCA18CC,文德段五小段,272.36,都市：工
RPPQMLRJOHLFFCA28CC,中山段二小段,.00,都市：商
RPQQMLRJOHLFFCA38CC,康寧段四小段,18.18,都市：住
RPRQMLRJOHLFFCA48CC,德惠段四小段,.00,都市：商
RPTQMLRJOHLFFCA68CC,正義段二小段,.00,都市：商
RPVQMLRJOHLFFCA88CC,德惠段四小段,.00,都市：商
RPSNMLRJOHLFFEA48CC,天母段一小段,.00,都市：商
RPTNMLRJOHLFFEA58CC,三玉段一小段,.00,都市：住
RPWNMLRJOHLFFEA88CC,三玉段三小段,.00,都市：住
RPWNMLRJOHLFFEA88CC,三玉段三小段,.00,都市：住
RPWNMLRJOHLFFEA88CC,三玉段三小段,.00,都市：住
RPOOMLRJOHLFFEA18CC,天山段二小段,.00,都市：商
RPVOMLRJOHLFFEA88CC,振興段三小段,.00,都市：住
RPQPMLRJOHLFFEA48CC,芝山段一小段,.00,都市：住
RPQPMLRJOHLFFEA48CC,芝山段一小段,.00,都市：住
RPRPMLRJOHLFFEA58CC,三玉段一小段,.00,都市：住
RPSPMLRJOHLFFEA68CC,芝山段一小段,.00,都市：住
RPQNMLRJOHLFFDA18CC,經貿段,.00,都市：住
RPRNMLRJOHLFFDA28CC,敦化段四小段,.00,都市：商
RPRNMLRJOHLFFDA28CC,敦化段四小段,.00,都市：商
RPTNMLRJOHLFFDA48CC,永吉段四小段,11.57,都市：住
RPUNMLRJOHLFFDA58CC,敦化段二小段,.00,都市：商
RPUNMLRJOHLFFDA58CC,敦化段二小段,.00,都市：商
RPWNMLRJOHLFFDA78CC,吳興段三小段,.00,都市：住
RPPOMLRJOHLFFDA18CC,南港段一小段,.00,都市：住
RPQOMLRJOHLFFDA28CC,雅祥段四小段,.00,都市：住
RPSOMLRJOHLFFDA48CC,逸仙段二小段,.00,都市：工
RPTOMLRJOHLFFDA58CC,逸仙段二小段,.00,都市：商
RPUOMLRJOHLFFDA68CC,敦化段二小段,.00,都市：商
RPWNMLSJOHLFFDA88CC,三興段三小段,.00,都市：住
RPUOMLSJOHLFFDA78CC,敦化段一小段,.00,都市：商
RPUOMLSJOHLFFDA78CC,敦化段一小段,.00,都市：商
RPUOMLSJOHLFFDA78CC,敦化段一小段,.00,都市：商
RPUOMLSJOHLFFDA78CC,敦化段一小段,.00,都市：商
RPUOMLSJOHLFFDA78CC,敦化段一小段,.00,都市：商
RPVOMLSJOHLFFDA88CC,經貿段,.00,都市：住
RPWOMLSJOHLFFDA98CC,敦化段二小段,.00,都市：住
RPWOMLSJOHLFFDA98CC,敦化段二小段,.00,都市：住
RPOPMLSJOHLFFDA28CC,寶清段四小段,.00,都市：其他
RPRPMLSJOHLFFDA58CC,美仁段一小段,14.21,都市：商
RPTPMLSJOHLFFDA78CC,福德段三小段,.00,非都市： ; 非都市編定：
RPPOMLSJOHLFFEA38CC,芝蘭段三小段,.00,都市：住
