編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPUOMLQKNHLFFAE68CC,青海段,.00,都市：商
RPXOMLQKNHLFFAE98CC,龍華段一小段,2995.00,都市：住
RPPPMLQKNHLFFAE28CC,龍華段八小段,11.25,都市：住
RPWNMLQKNHLFFBE88CC,成功段,.00,都市：商
RPROMLQKNHLFFBE48CC,林德官段一小段,10.04,都市：住
RPROMLQKNHLFFBE48CC,林德官段一小段,5.61,都市：住
RPROMLQKNHLFFBE48CC,林德官段一小段,4.43,都市：商
RPROMLQKNHLFFBE48CC,林德官段一小段,5.52,都市：商
RPUNMLQKNHLFFDE88CC,獅頭段一小段,120.00,都市：住
RPWNMLQKNHLFFDE09CC,大港段二小段,237.00,都市：住
RPWNMLQKNHLFFDE09CC,大港段二小段,22.00,都市：其他
RPPOMLQKNHLFFDE48CC,獅頭段,87.00,都市：商
RPSOMLQKNHLFFDE78CC,獅頭段,30.20,都市：住
RPUPMLQKNHLFFEE56CC,新光段,607.57,都市：住
RPPNMLQKNHLFFGE68CC,文英段,6.00,都市：住
RPPNMLQKNHLFFGE68CC,文英段,73.00,都市：住
RPOOMLQKNHLFFGE68CC,大貝湖段,.00,非都市： ; 非都市編定：
RPVOMLQKNHLFFGE76CC,頂庄段,75.37,都市：住
RPUNMLQKNHLFFIE76CC,仁雄段,196.24,都市：住
RPUNMLQKNHLFFIE76CC,仁雄段,192.94,都市：住
RPUNMLQKNHLFFIE76CC,仁雄段,192.83,都市：住
RPTNMLRKNHLFFJE86CC,文北段,78.85,都市：住
RPPRMLRKNHLFFGE56CC,鳳甲段,22.07,都市：其他
RPPPMLRKNHLFFDE78DC,獅頭段一小段,.00,都市：商
RPTOMLRKNHLFFDE98CC,澄東段,158.07,都市：住
RPQNMLSKNHLFFDE68CC,覆鼎金段覆鼎金小段,7.56,都市：商
RPUNMLSKNHLFFDE09CC,大港段一小段,45.00,都市：住
RPVNMLSKNHLFFDE56CC,獅頭段,64.00,都市：住
RPWNMLSKNHLFFDE66CC,大裕段一小段,67.00,都市：住
RPPOMLSKNHLFFEE78CC,清豐段,178.29,都市：住
RPROMLSKNHLFFEE98CC,新庄段十三小段,6.70,都市：商
RPROMLSKNHLFFEE98CC,新庄段十三小段,8.67,都市：商
RPPPMLSKNHLFFEE88CC,新庄段六小段,78.00,都市：住
RPQOMLSKNHLFFBE58CC,意誠段,.00,都市：住
RPROMLSKNHLFFBE68CC,林興段,70.00,都市：商
RPTOMLSKNHLFFBE88CC,苓洲段,3.64,都市：商
RPTOMLSKNHLFFBE88CC,苓洲段,2.93,都市：商
RPTOMLSKNHLFFBE88CC,苓洲段,4.27,都市：商
RPTOMLSKNHLFFBE88CC,苓洲段,12.83,都市：商
RPTOMLSKNHLFFBE88CC,苓洲段,1.50,都市：商
RPQPMLSKNHLFFAE58CC,文東段,6.53,都市：商
RPTPMLSKNHLFFAE88CC,青海段,108.04,都市：住
RPVPMLSKNHLFFAE09CC,龍中段,1250.08,都市：住
RPOPMLSKNHLFFGE98CC,新庄子段,67.13,都市：住
RPQPMLSKNHLFFGE56CC,文英段,77.00,都市：住
RPOOMLSKNHLFFCE48CC,店鎮段一小段,13.90,都市：住
RPOOMLSKNHLFFCE48CC,店鎮段一小段,18.80,都市：住
RPOOMLSKNHLFFCE48CC,店鎮段一小段,19.27,都市：住
RPROMLSKNHLFFCE78CC,憲德段一小段,5.21,都市：住
RPROMLSKNHLFFCE78CC,憲德段一小段,1.75,都市：住
RPOPMLSKNHLFFCE58CC,憲德段,47.00,都市：住
RPOQMLSKNHLFFCE68CC,店子後段,32.80,都市：商
RPXNMLTKNHLFFCE76CC,憲德段一小段,8.57,都市：住
RPXNMLTKNHLFFCE76CC,憲德段一小段,2.87,都市：住
RPXNMLTKNHLFFGE17CC,道爺�p段,.00,非都市： ; 非都市編定：
RPQNMLTKNHLFFAE48CC,龍中段,671.99,都市：商
RPXNMLTKNHLFFAE56CC,龍中段,22.78,都市：商
RPRNMLTKNHLFFEE98CC,新庄段六小段,23.45,都市：住
RPUOMLTKNHLFFEE76CC,和平段五小段,11.58,都市：住
RPUNMLKLNHLFFEE48CC,新庄段五小段,19.84,都市：住
