鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段20巷1~30號,17.14,住,,,1050508,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830530,138.88,3,2,2,有,有,無,16000,115,坡道平面,0.0,0,,RPROMLQKNHLFFBF58CC
新莊區,建物,新北市新莊區中正路691~720號,0.0,工,,,1050411,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980929,168.57,5,2,3,有,有,無,31000,184,,0.0,0,,RPVOMLQKNHLFFBF98CC
五股區,建物,新北市五股區五工路91~120號,0.0,,工業區,丁種建築用地,1050513,土地0建物1車位0,一層,1,廠辦,見其他登記事項,鋼造,0850418,861.29,0,0,0,無,無,有,144000,167,,0.0,0,有增建部分,RPTPMLQKNHLFFBF88CC
新店區,房地(土地+建物)+車位,新北市新店區民權路91~120號,0.0,住,,,1050426,土地1建物1車位3,十二層,16,辦公商業大樓,見其他登記事項,見其他登記事項,0981207,397.47,0,0,0,無,有,無,121652,306,坡道平面,0.0,0,,RPTNMLQKNHLFFCF78CC
新店區,房地(土地+建物)+車位,新北市新店區民權路91~120號,0.0,工,,,1050428,土地1建物1車位5,八層,10,廠辦,工商用,鋼筋混凝土造,0781230,888.1600000000001,0,0,0,無,有,無,239788,270,坡道機械,0.0,0,,RPVNMLQKNHLFFCF98CC
汐止區,建物,新北市汐止區新臺五路一段91~120號,0.0,工,,,1050516,土地0建物1車位0,十六層,37,辦公商業大樓,工業用,見其他登記事項,1031013,364.90999999999997,0,0,0,無,有,無,67960,186,,0.0,0,,RPTOMLQKNHLFFDF98CC
淡水區,房地(土地+建物),新北市淡水區新春街121~150號,20.09,住,,,1050501,土地1建物1車位0,一層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860419,83.5,3,2,2,有,無,無,13500,162,,0.0,0,,RPSNMLQKNHLFFEF88CC
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段151~180號,20.59,住,,,1050513,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,95.71,2,1,1,有,有,有,13000,136,坡道平面,29.92,0,,RPXOMLQKNHLFFEF86CC
永和區,建物,新北市永和區永利路91~120號,0.0,住,,,1050418,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0780313,114.88,0,0,0,無,無,無,50000,435,,0.0,0,,RPPNMLQKNHLFFHF88CC
中和區,房地(土地+建物),新北市中和區板南路661~690號,14.33,工,,,1050513,土地1建物1車位0,十四層,18,廠辦,見其他登記事項,見其他登記事項,0981015,135.53,0,0,0,無,有,無,32000,236,,0.0,0,此為分戶出租，無租賃車位,RPVNMLQKNHLFFHF86CC
中和區,房地(土地+建物)+車位,新北市中和區板南路481~510號,38.91,工,,,1050419,土地1建物1車位1,三層,7,廠辦,見其他登記事項,鋼筋混凝土造,0891128,257.8,0,0,0,無,有,無,51450,200,坡道平面,33.99,0,,RPOOMLQKNHLFFHF88CC
中和區,房地(土地+建物)+車位,新北市中和區連勝街1~30號,17.48,住,,,1050416,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891115,161.79000000000002,3,2,2,有,有,無,30500,189,坡道平面,44.0,0,,RPWOMLQKNHLFFHF07CC
永和區,建物,新北市永和區保平路181~210號,0.0,住,,,1050515,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670819,92.65,3,1,1,有,無,無,15000,162,,0.0,0,,RPXOMLQKNHLFFHF17CC
中和區,建物,新北市中和區中山路二段391~420號,0.0,工,,,1050417,土地0建物1車位0,見其他登記事項,2,店面(店鋪),住家用,加強磚造,0571101,202.62,0,0,0,無,無,無,56000,276,,0.0,0,,RPOPMLQKNHLFFHF98CC
永和區,房地(土地+建物)+車位,新北市永和區永利路72巷1~30號,7.27,商,,,1050501,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960207,171.16,3,2,2,有,有,無,35000,204,坡道平面,40.98,0,,RPPPMLQKNHLFFHF09CC
板橋區,房地(土地+建物),新北市板橋區中山路二段211~240號,87.0,住,,,1050507,土地2建物1車位0,全,2,透天厝,住商用,加強磚造,0570701,163.66,0,2,1,有,無,無,100000,611,,0.0,0,1.本案租金含增建。2.105年5月7日至105年6月15日為免租裝潢期。3.租金含代扣繳租賃所得。,RPUNMLRKNHLFFAF88DC
