鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
安平區,房地(土地+建物)+車位,臺南市安平區建平八街61~90號,1287.0,住,,,1050510,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0880816,100.67,3,2,2,有,有,有,14000,139,坡道平面,0.0,0,,RPSNMLQKNHLFFAD28CC
中西區,建物,臺南市中西區金華路四段121~150號,0.0,商,,,1050425,土地0建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0681013,123.16,3,1,2,有,無,無,30000,244,,0.0,0,,RPWNMLQKNHLFFAD68CC
東區,建物,臺南市東區龍山街91~120號,0.0,商,,,1050426,土地0建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,0960906,149.96,3,2,2,有,有,有,25000,167,坡道平面,29.92,0,,RPVNMLQKNHLFFCD78CC
東區,建物,臺南市東區大同路一段141巷31~60號,0.0,住,,,1050515,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,0831214,93.32,3,1,1,有,有,有,8500,91,,0.0,0,,RPOOMLQKNHLFFCD18CC
永康區,土地,文化段1231~1260地號,595.05,農,,,1050505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,62000,104,,0.0,0,1.合約書無填具土地租賃面積.2.由所有權人提供出租資訊.3.包含未保存登記建物4.廠房分租部份坪數,RPPPMLQKNHLFFHR67CC
永康區,土地,文化段1231~1260地號,661.16,農,,,1050505,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,70000,106,,0.0,0,1.合約書無填具土地租賃面積.2.由所有權人提供出租資訊.3.包含地上未保存登記建物4.廠房分租部份坪數,RPQPMLQKNHLFFHR77CC
永康區,建物,臺南市永康區中華路961~990號,0.0,住,,,1050514,土地0建物1車位0,五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860529,101.95,3,2,2,有,有,有,15000,147,坡道機械,31.96,0,,RPRPMLQKNHLFFHR87CC
永康區,土地,崑山段691~720地號,55.67,住,,,1050323,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,22000,395,,0.0,0,,RPSPMLQKNHLFFHR97CC
新化區,建物,臺南市新化區民治路33巷1~30號,0.0,住,,,1050514,土地0建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841017,73.01,2,1,2,有,有,有,9000,123,坡道平面,25.32,0,,RPUOMLQKNHLFFER77CC
永康區,房地(土地+建物),臺南市永康區南工街311巷31~60號,1680.06,住,,,1041230,土地1建物1車位0,見其他登記事項,1,廠辦,工業用,見其他登記事項,0610801,844.0,0,0,0,無,無,無,200000,237,,0.0,0,,RPUNMLRKNHLFFHR08CC
