編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPRNMLSKNHLFFAG68CC,富農段,157.00,非都市：特定農業區 ; 非都市編定：甲種建築用地
RPRNMLSKNHLFFBG78CC,金六結段六結小段,.00,都市：住
RPOOMLSKNHLFFBG58CC,金六結二段,.00,都市：住
RPOOMLPLNHLFFAG48EC,羅莊段,34.04,都市：住
RPPOMLPLNHLFFAG58EC,維揚段,28.26,都市：住
RPWNMLQLNHLFFAG66EC,大吉二段,86.08,非都市：一般農業區 ; 非都市編定：甲種建築用地
RPRNMLRLNHLFFAG68CC,東光段,105.00,都市：商
RPSOMLLMNHLFFAG48DC,東安段,99.30,都市：住
RPSOMLLMNHLFFAG48DC,東安段,99.30,都市：住
