鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
彰化市,房地(土地+建物),彰化縣彰化巿彰南路二段91~120號,21.18,,鄉村區,乙種建築用地,1050510,土地1建物1車位0,一層，二層，三層，騎樓,三層,店面(店鋪),住商用,鋼筋混凝土加強磚造,0680715,49.97,3,2,2,有,無,2280000,45627,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLRKNHLFFAN98CA
彰化市,房地(土地+建物),彰化縣彰化巿大埔路709巷31~60號,78.0,住,,,1050428,土地1建物1車位0,全,一層,透天厝,住家用,鋼筋混凝土加強磚造,0580912,45.76,2,2,1,有,無,2650000,57911,,0.0,0,,RPUNMLSKNHLFFAN86CA
芬園鄉,房地(土地+建物),彰化縣芬園鄉原新街571~600號,99.0,,特定農業區,甲種建築用地,1050406,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0811102,140.12,5,2,3,有,無,3700000,26406,,0.0,0,,RPPNMLKLNHLFFAN28CA
彰化市,房地(土地+建物),彰化縣彰化巿大埔路488巷37弄1~30號,55.4,其他,,,1050420,土地3建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851012,156.94,3,2,2,有,有,6100000,38868,,0.0,0,,RPUOMLKLNHLFFAN88CA
彰化市,房地(土地+建物)+車位,彰化縣彰化巿中山路一段119巷9弄1~30號,23.0,住,,,1050507,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810625,133.07,3,2,2,有,有,4300000,32314,升降平面,0.0,0,,RPQNMLNLNHLFFAN68CA
秀水鄉,房地(土地+建物),彰化縣秀水鄉三越街13巷1~30號,78.57,住,,,1040120,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1041021,232.71,5,2,3,有,無,8500000,36526,,0.0,0,,RPOOMLRJOHLFFAN88CA
秀水鄉,房地(土地+建物),彰化縣秀水鄉三越街13巷1~30號,92.42,住,,,1030809,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1041021,179.91,5,2,3,有,無,8400000,46690,,0.0,0,,RPSOMLRJOHLFFAN66CA
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮鹿工南一路1~30號,1805.5,,工業區,丁種建築用地,1050427,土地1建物13車位0,二層，屋頂突出物,二層,其他,見其他登記事項,鋼筋混凝土造,0970729,1913.16,0,0,0,無,有,80000000,41816,,0.0,0,,RPPNMLTLNHLFFCN76CA
福興鄉,土地,秀安段211~240地號,3649.0,,特定農業區,農牧用地,1050506,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,822,,0.0,0,,RPQNMLNJOHLFFCN78CA
永靖鄉,土地,同安段211~240地號,1988.15,,特定農業區,農牧用地,1050502,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5330000,2681,,0.0,0,1.不動產之共有人數為２人2.私契訂立日期為民國105年4月15日,RPPNMLSKNHLFFDN66CA
