編號,車位類別,車位價格,車位面積平方公尺
RPQNMLNLNHLFFAN68CA,升降平面,0,
RPPNMLSKNHLFFAN98CA,坡道平面,0,
RPPOMLRLNHLFFAN09CA,坡道平面,0,56.26
RPUNMLNJOHLFFAN98CA,坡道機械,0,
RPTOMLNLNHLFFAN09CA,坡道平面,0,
RPOOMLPLNHLFFAN78CA,坡道機械,0,
RPQNMLLLNHLFFDN78CA,其他,0,
RPQNMLLLNHLFFDN78CA,其他,0,
RPSNMLLLNHLFFDN98CA,其他,0,
RPSNMLLLNHLFFDN98CA,其他,0,
RPUNMLLLNHLFFDN56CA,其他,0,
RPUNMLLLNHLFFDN56CA,其他,0,
RPQNMLKMNHLFFCN68CA,其他,0,
RPUOMLTKNHLFFAN07CA,升降機械,0,
RPRNMLKLNHLFFAN48CA,坡道平面,0,
RPOOMLMJOHLFFAN38CA,一樓平面,0,
RPQNMLLJOHLFFAN38CA,一樓平面,0,
RPSNMLQLNHLFFAN56CA,一樓平面,0,
RPSNMLQLNHLFFAN56CA,一樓平面,0,
RPVNMLRLNHLFFDN27CA,升降機械,0,16.88
RPPOMLPLNHLFFAN88CA,升降機械,0,
RPQOMLPKOHLFFAN98CA,一樓平面,0,
RPUNMLQKOHLFFDN07CA,升降機械,0,
RPUNMLQKOHLFFDN07CA,升降機械,0,
RPTOMLPLNHLFFDN96CA,一樓平面,0,
RPTOMLPLNHLFFDN96CA,一樓平面,0,
RPPNMLSJOHLFFCN56CA,坡道平面,0,
RPVNMLRJOHLFFAN86CA,升降機械,0,35.89
RPPOMLRLNHLFFDN76CA,其他,0,
RPPOMLRLNHLFFDN76CA,其他,0,
RPVNMLNLOHLFFCN86CA,坡道平面,0,
RPUOMLOJOHLFFAN56CA,坡道平面,0,
RPQNMLMJOHLFFAN48CA,升降機械,0,
RPVNMLNJOHLFFAN09CA,升降機械,0,
