編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPXNMLQKNHLFFBJ86CC,豆子埔段,69.00,都市：住
RPOOMLQKNHLFFBJ68CC,大學段,.00,都市：商
RPQOMLQKNHLFFBJ88CC,自強段,.00,都市：商
RPQOMLNLNHLFFBJ68CC,家興段,.00,都市：住
RPSOMLOLNHLFFBJ98CC,東安段,.00,都市：住
RPVOMLRLNHLFFBJ96CC,隘興段,.00,都市：住
RPWOMLRLNHLFFBJ07CC,永興段,.00,都市：住
RPXOMLRLNHLFFBJ17CC,隘興段,.00,都市：住
RPOPMLRLNHLFFBJ98CC,莊敬段,.00,都市：住
RPTPMLRLNHLFFBJ86CC,大學段,.00,都市：住
RPOQMLKMNHLFFBJ48CC,莊敬段,.00,都市：住
RPVRMLKMNHLFFBJ66CC,永興段,.00,都市：住
RPPSMLKMNHLFFBJ78CC,隘興段,.00,都市：住
RPSSMLKMNHLFFBJ09CC,豆子埔段,.00,都市：住
RPTSMLKMNHLFFBJ56CC,永興段,.00,都市：住
RPUSMLKMNHLFFBJ66CC,公園段,.00,都市：住
RPWSMLKMNHLFFBJ86CC,公園段,.00,都市：住
RPXSMLKMNHLFFBJ96CC,莊敬段,.00,都市：住
RPQTMLKMNHLFFBJ98CC,家興段,.00,都市：住
RPPOMLLMNHLFFBJ48CC,公園段,.00,都市：商
RPQOMLLMNHLFFBJ58CC,自強段,.00,都市：住
RPROMLLMNHLFFBJ68CC,站前段,.00,都市：商
RPSOMLLMNHLFFBJ78CC,公園段,.00,都市：住
