鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
南屯區,建物,臺中市南屯區工業區22路31~60號,0.0,工,,,1050506,土地0建物1車位0,一層,1,工廠,工業用,鐵造,0710903,186.78,0,0,0,無,無,有,210000,,,0.0,0,另有增建970.24平方公尺第4-5年租金220000含天車一台 實驗室 冷氣空調設備 辦公桌椅,RPPOMLQKNHLFFCB08CC
南屯區,房地(土地+建物),臺中市南屯區公益路二段151~180號,252.25,商,,,1050509,土地1建物1車位0,見其他登記事項,2,店面(店鋪),見其他登記事項,鋼筋混凝土造,0770209,504.5,0,0,0,無,無,無,410000,813,,0.0,0,,RPWOMLQKNHLFFCB78CC
北屯區,房地(土地+建物)+車位,臺中市北屯區旅順路一段241~270號,11.46,住,,,1050516,土地1建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830208,177.68,4,2,2,有,有,有,22000,124,坡道機械,0.0,0,管理費8070元/3個月,RPXNMLQKNHLFFBB68CC
北屯區,房地(土地+建物)+車位,臺中市北屯區太和一街121~150號,23.51,住,,,1050514,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1041103,162.84,3,2,2,有,有,有,19000,117,坡道平面,0.0,0,管理費由租客自行承擔,RPRQMLQKNHLFFBB38CC
北區,房地(土地+建物),臺中市北區東光路391~420號,11.67,住,,,1050515,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871019,87.38,3,2,2,有,有,有,12000,137,,0.0,0,,RPTQMLQKNHLFFBB58CC
西區,房地(土地+建物),臺中市西區向上路一段451~480號,205.0,住,,,1050511,土地2建物1車位0,見其他登記事項,2,店面(店鋪),見其他登記事項,見其他登記事項,0840324,80.71,0,0,0,無,無,無,80000,991,,0.0,0,,RPUOMLQKNHLFFAB38CC
西區,土地,大益段91~120地號,370.0,住,,,1050512,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,260000,703,,0.0,0,土地含有未保存登記之建物,RPXOMLQKNHLFFAB68CC
大雅區,房地(土地+建物),臺中市大雅區中清路四段1~30號,136.61,住,,,1050516,土地1建物1車位0,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0960207,87.35,0,0,0,無,無,無,40000,458,,0.0,0,,RPXNMLQKNHLFFFL47CC
太平區,房地(土地+建物),臺中市太平區坪林路31~60號,108.35,,鄉村區,乙種建築用地,1050501,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0761019,131.16,4,2,2,有,無,無,18000,137,,0.0,0,,RPTNMLQKNHLFFHL27CC
太平區,房地(土地+建物),臺中市太平區樹德路1~30號,74.67,住,,,1050507,土地1建物1車位0,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0750523,67.69,0,0,0,無,無,無,18000,266,,0.0,0,,RPUNMLQKNHLFFHL37CC
太平區,房地(土地+建物),臺中市太平區大興二十一街98巷1~30號,92.07,,鄉村區,乙種建築用地,1050510,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0830811,158.08,5,2,3,有,無,無,15000,95,,0.0,0,,RPWNMLQKNHLFFHL57CC
北屯區,房地(土地+建物),臺中市北屯區天津路三段1~30號,39.81,住,,,1050515,土地1建物1車位0,一層,14,店面(店鋪),見其它登記事項,鋼筋混凝土造,0870717,186.38,2,3,2,有,有,無,27000,145,,0.0,0,,RPTNMLQKNHLFFBB38DC
太平區,房地(土地+建物),臺中市太平區東平路777巷1~30號,773.0,工,,,1050513,土地2建物1車位0,見其他登記事項,2,工廠,見其他登記事項,鋼筋混凝土造,1030513,1094.05,0,0,0,無,無,無,160000,,,0.0,0,,RPXNMLRKNHLFFHL87DC
西區,車位,臺中市西區文心路三段1~30號,0.0,,,,1050501,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,有,2500,,坡道平面,0.0,2500,,RPTOMLRKNHLFFAB38CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,6.26,商,,,1050505,土地2建物1車位0,九層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,66.83,0,0,0,無,有,有,15000,224,,0.0,0,,RPQNMLRKNHLFFBB08CC
北區,房地(土地+建物)+車位,臺中市北區進化北路211~240號,24.76,住,,,1050516,土地5建物1車位1,十層,20,辦公商業大樓,商業用,見其它登記事項,0800613,307.47,0,0,0,無,無,無,23000,75,坡道機械,0.0,0,,RPVNMLRKNHLFFBB58CC
北屯區,土地,陳平段2791~2820地號,90.0,住,,,1050419,土地1建物0車位0,,,其他,,,,0.0,2,0,0,有,無,無,50000,556,,0.0,0,含未登記建物,RPUQMLRKNHLFFBB78CC
北區,房地(土地+建物),臺中市北區進化北路301~330號,5.87,商,,,1050512,土地2建物1車位0,八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,68.09,0,0,0,無,有,有,15000,220,,0.0,0,,RPVQMLRKNHLFFBB88CC
北區,車位,臺中市北區進化北路301~330號,6.09,商,,,1050512,土地0建物0車位1,,18,其他,住家用,鋼筋混凝土造,0941208,66.87,0,0,0,有,有,有,2300,,坡道機械,0.0,2300,,RPXQMLRKNHLFFBB09CC
北區,房地(土地+建物),臺中市北區陜西路151~180號,62.64,住,,,1050423,土地1建物1車位0,一層,16,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0781019,265.55,1,1,1,有,有,無,16000,60,,0.0,0,,RPSSMLRKNHLFFBB78CC
南屯區,房地(土地+建物),臺中市南屯區寶山五街31~60號,30.1,商,,,1050515,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0830425,149.36,2,2,2,有,無,無,12500,84,,0.0,0,,RPXNMLRKNHLFFCB88CC
西屯區,車位,臺中市西屯區文心路三段1~30號,0.0,,,,1050420,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,有,2500,,坡道平面,0.0,2500,,RPTOMLRKNHLFFCB58CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,6.24,商,,,1050506,土地1建物1車位0,十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,61.55,0,0,0,無,有,有,16000,260,,0.0,0,,RPUOMLRKNHLFFCB68CC
西屯區,房地(土地+建物),臺中市西屯區文心路三段1~30號,8.13,商,,,1050501,土地1建物1車位0,十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,86.53999999999999,0,0,0,無,有,有,20000,231,,0.0,0,,RPVOMLRKNHLFFCB78CC
西屯區,建物,臺中市西屯區市政路151~180號,0.0,商,,,1050501,土地0建物1車位1,十一層,38,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030805,358.07,3,2,4,有,有,有,72994,204,坡道平面,19.48,0,,RPXOMLSKNHLFFCB09CC
西屯區,土地,福順段91~120地號,192.85,住,,,1050420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,48032,249,,0.0,0,,RPOPMLSKNHLFFCB28CC
西屯區,土地,福順段91~120地號,344.41,住,,,1050420,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,67214,195,,0.0,0,,RPRRMLSKNHLFFCB78CC
西屯區,土地,福順段91~120地號,2667.37,住,,,1050420,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,520554,195,,0.0,0,,RPURMLSKNHLFFCB09CC
南屯區,建物,臺中市南屯區大墩十一街301~330號,11.16,住,,,1050509,土地0建物1車位0,十五層,27,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900912,170.49,3,2,2,有,有,有,28000,164,,0.0,0,,RPXRMLSKNHLFFCB76CC
北屯區,房地(土地+建物)+車位,臺中市北屯區北屯路391~420號,22.1,其他,,,1050430,土地2建物1車位1,十層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040826,181.06,3,2,2,有,有,有,20000,110,坡道平面,32.06,0,,RPXPMLSKNHLFFBB09CC
北屯區,房地(土地+建物),臺中市北屯區水湳里麻園西街61~90號,69.0,住,,,1050506,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,0720506,106.01,5,2,2,有,無,有,19000,179,,0.0,0,熱水器2臺，油煙機1臺，瓦斯爐1臺，瓦斯桶1桶,RPRRMLSKNHLFFBB68CC
南區,房地(土地+建物),臺中市南區東興路一段1~30號,1.92,住,,,1050423,土地1建物1車位0,十四層,32,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0951026,41.99,1,0,1,有,有,有,6500,155,,0.0,0,此建物有隔成兩間套房，所以面積除以2。,RPTOMLSKNHLFFAB48CC
