編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPROMLQKNHLFFBF58CC,國宅段,17.14,都市：住
RPVOMLQKNHLFFBF98CC,合鳳段,.00,都市：工
RPTPMLQKNHLFFBF88CC,五工段,.00,非都市：工業區 ; 非都市編定：丁種建築用地
RPTNMLQKNHLFFCF78CC,大豐段,.00,都市：住
RPVNMLQKNHLFFCF98CC,復興段,.00,都市：工
RPTOMLQKNHLFFDF98CC,昊天段,.00,都市：工
RPSNMLQKNHLFFEF88CC,新興段,20.09,都市：住
RPXOMLQKNHLFFEF86CC,公司田段,20.59,都市：住
RPPNMLQKNHLFFHF88CC,永利段,.00,都市：住
RPVNMLQKNHLFFHF86CC,板南段,14.33,都市：工
RPOOMLQKNHLFFHF88CC,中原段,38.91,都市：工
RPWOMLQKNHLFFHF07CC,連城段,17.48,都市：住
RPXOMLQKNHLFFHF17CC,保平段,.00,都市：住
RPOPMLQKNHLFFHF98CC,板南段,.00,都市：工
RPPPMLQKNHLFFHF09CC,永利段,7.27,都市：商
RPUNMLRKNHLFFAF88DC,光仁段,86.00,都市：住
RPUNMLRKNHLFFAF88DC,光仁段,1.00,都市：其他
RPQNMLRKNHLFFDF88EC,保長段,5.38,都市：住
RPRNMLRKNHLFFDF98EC,保長段,3.97,都市：住
RPSNMLRKNHLFFDF09EC,保長段,7.55,都市：住
RPSNMLRKNHLFFCF98EC,北新段,.00,都市：住
RPSNMLRKNHLFFCF98EC,北新段,.00,都市：其他
RPXOMLRKNHLFFEF96CC,海鷗段,.00,都市：住
RPPNMLRKNHLFFDF58CC,智興段,.00,都市：商
RPWNMLRKNHLFFDF66CC,新峰段,21.80,都市：住
RPWNMLRKNHLFFDF66CC,新峰段,1.60,都市：住
RPXNMLRKNHLFFCF66CC,寶元段,.00,非都市： ; 非都市編定：
RPPOMLRKNHLFFCF58CC,雙城段,36.30,都市：其他
RPWPMLRKNHLFFAF56CC,江子翠段第二崁小段,9.45,都市：商
RPQNMLRKNHLFFBF48CC,陸光段,.00,都市：住
RPRNMLRKNHLFFBF58CC,登林段,.00,都市：住
RPROMLRKNHLFFBF68CC,成泰段,26.50,都市：工
RPWOMLRKNHLFFBF56CC,同榮段,50.56,都市：住
RPQSMLRKNHLFFBF98CC,榮富段,13.14,都市：住
RPQNMLSKNHLFFBF58CC,中原段,.00,都市：住
RPXNMLSKNHLFFCF76CC,秀水段,.00,都市：住
RPPOMLSKNHLFFCF68CC,復興段,.00,都市：工
RPPNMLSKNHLFFDF68CC,智興段,.00,都市：商
RPVOMLSKNHLFFDF76CC,新峰段,.00,都市：住
RPSPMLSKNHLFFEF66CC,中正段,3.62,都市：商
RPWOMLSKNHLFFHF27CC,得和段,.00,都市：住
RPWNMLTKNHLFFGF17CC,重陽段,.00,都市：住
RPROMLTKNHLFFIF17EC,大學段二小段,39.22,都市：住
RPSOMLTKNHLFFAF98DC,江子翠段第三崁小段,62.38,都市：住
RPQNMLTKNHLFFAF78EC,員福段,24.39,都市：住
RPRNMLTKNHLFFAF88EC,幸福段,18.35,都市：住
RPSNMLTKNHLFFAF98EC,文化段,1.84,都市：住
RPTNMLTKNHLFFAF09EC,埔墘段,11.29,都市：其他
RPUNMLTKNHLFFAF56EC,新板段三小段,2.80,都市：其他
RPVNMLTKNHLFFAF66EC,公館段,21.50,都市：住
RPVNMLTKNHLFFAF66EC,公館段,26.00,都市：住
RPWNMLTKNHLFFAF76EC,光仁段,64.00,都市：工
RPVNMLTKNHLFFEF86CC,仁愛段,3.27,都市：其他
RPOOMLTKNHLFFDF78CC,中正段,.00,都市：住
RPXPMLTKNHLFFCF07CC,寶強段,3.49,都市：住
RPOOMLTKNHLFFBF58CC,建林段,.09,都市：商
